Company,Inches,RAM,Memory,OpSys,Weights,Price,X_res,Y_res,ppi,Gaming,Touchscreen,Cpu Brand,Gpu brand
ASUS,15.6,8,512,Windows,5.5,649.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Lenovo,15.6,16,512,Windows,3.75,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Dell,15.6,16,512,Windows,6.4,1195.0,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
Lenovo,14.0,16,1024,Windows,3,464.01,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,13.3,8,256,Windows,4.3,553.5,1920.0,1080.0,165.6321180513006,0,0,Intel Core i5,Intel 
Dell,15.6,32,512,Windows,8,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,14.0,16,512,Windows,2.49,1200.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Dell,15.6,32,512,Windows,3.88,398.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,17.3,8,512,Windows,1.04,699.99,1920.0,1080.0,127.33567457123111,0,0,Intel Core i5,Intel 
Dell,16.0,16,1000,Windows,4.46,1116.99,1920.0,1080.0,137.68169813014364,0,0,Intel Core i7,NVIDIA
HP,14.0,8,256,Windows,3.24,699.99,1366.0,768.0,111.93520355955211,0,1,AMD Processor,AMD
HP,14.0,16,512,Windows,4.65,1858.04,1920.0,1200.0,161.72539083525606,0,1,Intel Core i5,Intel 
HP,11.6,4,32,Chrome OS,2.36,179.0,1366.0,768.0,135.0942111925629,0,0,Intel Core i7,Intel 
HP,15.6,20,512,Windows,3.75,699.99,1366.0,768.0,100.45466986113651,0,0,AMD Processor,AMD
Dell,13.3,8,256,Windows,3.45,908.9,1920.0,1080.0,165.6321180513006,0,1,Intel Core i3,Intel 
Toshiba,15.6,12,1024,Windows,4.85,699.99,3840.0,2160.0,282.42399616439724,0,0,Intel Core i7,Intel 
Lenovo,15.6,8,512,Windows,5.04,549.12,1366.0,768.0,100.45466986113651,0,1,Intel Core i5,Intel 
GPDBRANDSTORE,8.0,16,1024,Windows,1.61,1349.0,1920.0,1200.0,283.0194339616981,0,0,Intel Core i7,Intel 
LENOVO TOPSELLER WORKSTATION,15.6,16,512,Windows,8.93,1199.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
ASUS,14.0,8,512,Windows,3.31,845.99,1920.0,1200.0,161.72539083525606,0,0,AMD Processor,AMD
Lenovo,14.0,32,512,Windows,4.45,2173.37,1920.0,1200.0,161.72539083525606,0,1,Intel Core i7,Intel 
Toshiba,15.0,8,1024,Windows,0.01,349.0,1366.0,768.0,104.47285665558198,0,0,Intel Core i5,Intel 
Dell,15.6,32,512,Windows,4.52,1999.0,1920.0,1200.0,145.1381712624093,0,0,Intel Core i7,NVIDIA
HP,14.0,4,64,Windows,0.518,275.95,1920.0,1080.0,157.3505121487356,0,0,Celeron Processor,Intel 
SAMSUNG,11.0,4,16,Chrome OS,3.65,79.99,1920.0,1080.0,200.26428818929983,0,0,Celeron Processor,Intel 
Dell,15.6,64,1024,Windows,5.14,1169.77,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,15.6,16,1024,Windows,7,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
Acer,15.6,16,512,Windows,8,1677.05,2560.0,1600.0,193.5175616832124,1,0,Intel Core i7,NVIDIA
Lenovo,11.6,4,64,Chrome OS,2.6,225.0,1366.0,768.0,135.0942111925629,0,1,Intel Core i7,Intel 
MSI,15.6,16,1024,Windows,4.1,699.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i5,NVIDIA
HP,15.6,8,256,Windows,1.7,355.0,1366.0,768.0,100.45466986113651,0,0,Intel Core i3,Intel 
HP,14.0,4,64,Windows,3.24,699.99,1366.0,768.0,111.93520355955211,0,0,Celeron Processor,Intel 
Acer,14.0,16,256,Windows,3.6,925.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
HP,15.0,8,256,Windows,4,299.99,1366.0,768.0,104.47285665558198,0,0,Intel Core i3,Intel 
HP,13.3,16,256,Windows,4.47,1314.99,1920.0,1080.0,165.6321180513006,0,0,Intel Core i5,Intel 
Dell,15.6,8,2048,Windows,5.07,649.0,1366.0,768.0,100.45466986113651,0,1,Intel Core i5,Intel 
Dell,15.6,64,1000,Windows,8.93,1499.0,3840.0,2400.0,290.2763425248186,0,1,Intel Core i7,NVIDIA
HP,14.0,16,512,Windows,5,1853.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Lenovo,11.6,4,64,Windows,4.01,149.99,1366.0,768.0,135.0942111925629,0,0,AMD Processor,AMD
ASUS,11.0,4,500,Windows,3,699.99,1366.0,768.0,142.46298634852087,0,0,Intel Core i3,Intel 
HP,17.3,32,1024,Windows,5.25,699.99,1600.0,900.0,106.11306214269258,0,0,Intel Core i7,Intel 
ASUS,14.0,4,32,Chrome OS,2.7,283.62,1366.0,768.0,111.93520355955211,0,0,Celeron Processor,Intel 
HP,15.6,32,1024,Windows,5.75,1647.86,1920.0,1080.0,141.21199808219862,0,1,AMD Processor,AMD
Acer,14.0,8,256,Chrome OS,5.45,749.27,1920.0,1080.0,157.3505121487356,0,1,AMD Processor,AMD
Dell,14.0,8,256,Windows,8,1745.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Dell,15.6,16,256,Windows,5,699.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
ASUS,15.6,16,1024,Windows,5.67,2765.17,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
ASUS,17.3,16,512,Windows,6.5,2524.72,1920.0,1080.0,127.33567457123111,1,0,Intel Core i7,NVIDIA
HP,15.6,32,2048,Windows,5.06,910.42,1920.0,1080.0,141.21199808219862,1,0,Intel Core i5,NVIDIA
HP,14.0,16,512,Windows,4.64,699.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Lenovo,11.6,32,32,Chrome OS,2.66,140.0,1366.0,768.0,135.0942111925629,0,0,Intel Core i7,Intel 
Dell,15.6,32,512,Windows,4.48,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,14.0,4,512,Windows,4,244.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i3,Intel 
Lenovo,14.0,8,256,Windows,3.7,699.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Dell,15.6,16,512,Windows,3.6,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Alienware,17.0,16,1024,Windows,5.51,2299.0,1920.0,1080.0,129.58277471072344,1,0,Intel Core i7,NVIDIA
ASUS,15.6,8,1024,Windows,6,996.3,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
Dell,15.6,64,2000,Windows,8,2799.95,1920.0,1080.0,141.21199808219862,1,0,Intel Core i9,NVIDIA
Toshiba,12.5,4,128,Windows,4.9,1516.02,1920.0,1080.0,176.23257360658386,0,0,Intel Core i7,Intel 
HP,14.0,16,512,Windows,3.33,699.99,1366.0,768.0,111.93520355955211,0,0,AMD Processor,AMD
Lenovo,15.6,16,512,Windows,4.85,699.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
Razer,18.0,32,1024,Windows,6.8,3199.99,2560.0,1600.0,167.71522012545074,1,0,Intel Core i9,NVIDIA
LG,16.0,8,1024,Windows,6.54,677.15,2560.0,1600.0,188.67962264113208,0,0,Intel Core i7,Intel 
Lenovo,16.0,16,256,Windows,6.2,978.8,1920.0,1200.0,141.50971698084905,0,0,AMD Processor,AMD
HP,14.0,16,512,Windows,4.6,2799.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Dell,14.0,16,512,Windows,4.8,1720.87,1920.0,1080.0,157.3505121487356,0,1,Intel Core i5,Intel 
Dell,15.6,8,256,Windows,3.93,569.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Lenovo,16.0,16,1024,Windows,6.2,699.99,1920.0,1200.0,141.50971698084905,0,0,Intel Core i7,Intel 
HP,15.6,12,512,Windows,4.92,823.01,1920.0,1080.0,141.21199808219862,1,0,Intel Core i5,NVIDIA
Dell,14.0,16,512,Others/Linux/Mac OS,2.99,845.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Lenovo,15.6,16,1024,Windows,4.96,810.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i5,Intel 
Intel,2.5,3,120,Others/Linux/Mac OS,13,58.68,1920.0,1080.0,881.1628680329193,0,0,Intel Core i7,Intel 
HP,15.6,16,1024,Windows,3.92,470.0,1920.0,1080.0,141.21199808219862,0,0,Celeron Processor,Intel 
HP,14.0,16,256,Windows,4.7,2399.0,1920.0,1080.0,157.3505121487356,0,1,Intel Core i7,Intel 
Lenovo,11.6,2,32,Windows,1,699.99,1920.0,1080.0,189.90579052433606,0,0,Intel Core i7,Intel 
Lenovo,14.0,4,64,Windows,4.4,699.99,1366.0,768.0,111.93520355955211,0,0,Celeron Processor,Intel 
ASUS,15.6,8,256,Windows,5.1,819.99,1920.0,1080.0,141.21199808219862,1,0,AMD Processor,NVIDIA
Dell,14.0,8,256,Windows,6,699.99,1920.0,1080.0,157.3505121487356,0,0,AMD Processor,AMD
Lenovo,14.0,32,1024,Windows,4.97,1227.95,1920.0,1200.0,161.72539083525606,0,0,AMD Processor,AMD
Dell,14.0,16,512,Windows,5.3,1383.38,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,14.0,4,512,Windows,3.96,225.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Lenovo,16.0,32,1024,Windows,4,2329.99,2560.0,1600.0,188.67962264113208,0,0,Intel Core i7,NVIDIA
Acer,15.6,16,512,Windows,6.7,761.08,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Dell,17.3,8,1024,Windows,7.88,999.0,1920.0,1080.0,127.33567457123111,0,0,Intel Core i5,Intel 
Dell,15.6,4,250,Windows,8.7,699.99,1920.0,1080.0,141.21199808219862,0,0,Other Intel Processor,Intel 
Microsoft,12.3,16,256,Windows,5.62,1225.0,2400.0,1600.0,234.50740003017813,0,1,Intel Core i5,Intel 
Dell,14.0,8,256,Windows,4.9,699.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
SAMSUNG,12.2,4,512,Chrome OS,2.91,137.77,1920.0,1080.0,180.56616148215562,0,0,Intel Core i7,Intel 
HP,15.6,16,512,Windows,4.5,699.99,3840.0,2160.0,282.42399616439724,0,0,Intel Core i7,Intel 
MSI,17.3,32,512,Windows,5.4,3099.0,1920.0,1080.0,127.33567457123111,1,0,Intel Core i7,Intel 
Sony,15.5,4,320,Windows,5.9,699.99,1920.0,1080.0,142.12304323111601,0,0,Other Intel Processor,Intel 
HP,15.6,4,750,Windows,7,699.99,1366.0,768.0,100.45466986113651,0,0,AMD Processor,Intel 
Dell,15.6,8,512,Windows,5.18,899.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i5,NVIDIA
Dell,15.6,32,1024,Windows,6,699.99,1920.0,1080.0,141.21199808219862,0,1,AMD Processor,AMD
Lenovo,15.6,16,512,Windows,4.19,1369.49,3840.0,2160.0,282.42399616439724,0,0,Intel Core i7,NVIDIA
SAMSUNG,11.6,2,16,Chrome OS,2.54,290.0,1366.0,768.0,135.0942111925629,0,0,Other Intel Processor,Intel 
Dell,15.6,16,256,Windows,3.4,1765.68,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Acer,14.0,16,512,Windows,3.6,1504.32,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Lenovo,14.0,16,512,Windows,3,1285.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Lenovo,15.6,16,512,Windows,4.9,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,AMD
Intel,15.6,16,512,Others/Linux/Mac OS,8,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
HP,15.6,32,1024,Windows,3.75,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
Lenovo,14.0,16,2048,Windows,7,1699.0,1920.0,1200.0,161.72539083525606,0,0,AMD Processor,AMD
HP,11.6,4,64,Windows,3.87,269.99,1366.0,768.0,135.0942111925629,0,0,Celeron Processor,Intel 
Alienware,15.6,8,1000,Windows,8,1999.44,1920.0,1080.0,141.21199808219862,1,0,Intel Core i5,NVIDIA
Lenovo,14.0,16,512,Windows,5,2077.27,1920.0,1200.0,161.72539083525606,0,1,Intel Core i5,Intel 
HP,15.6,64,1024,Windows,6.4,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i9,Intel 
Lenovo,14.0,8,256,Windows,3.52,899.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Acer,17.3,16,512,Windows,6.39,2299.0,1920.0,1080.0,127.33567457123111,1,0,Intel Core i7,NVIDIA
Dell,15.6,16,512,Windows,3.71,699.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
Lenovo,14.0,8,256,Windows,2.91,219.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,13.3,8,256,Windows,2.9,699.99,1920.0,1080.0,165.6321180513006,0,0,Other Intel Processor,Intel 
HP,14.0,16,256,Windows,4.7,1478.79,1920.0,1200.0,161.72539083525606,0,0,Intel Core i5,Intel 
HP,15.6,16,1024,Windows,7.9,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i5,Intel 
MSI,15.6,16,512,Windows,8.23,851.57,1920.0,1080.0,141.21199808219862,1,0,AMD Processor,Intel 
HP,14.0,16,256,Windows,4.85,1712.99,1920.0,1200.0,161.72539083525606,0,1,Intel Core i5,Intel 
ASUS,13.3,16,512,Windows,2.43,1140.13,1920.0,1080.0,165.6321180513006,0,0,Intel Core i7,Intel 
Acer,14.0,4,32,Windows,5.4,188.0,1920.0,1080.0,157.3505121487356,0,0,Celeron Processor,NVIDIA
Acer,16.1,16,512,Windows,3.75,999.99,1920.0,1080.0,136.82653230324834,0,0,Intel Core i7,Intel 
Dell,13.3,16,512,Windows,4.42,1883.52,1920.0,1080.0,165.6321180513006,0,0,Intel Core i7,Intel 
LG,16.0,16,1024,Windows,5,1359.99,1920.0,1080.0,137.68169813014364,0,0,Intel Core i7,Intel 
Dell,11.6,4,32,Windows,2.93,349.0,1920.0,1080.0,189.90579052433606,0,0,AMD Processor,AMD
HP,15.6,8,256,Windows,3.75,417.77,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
HP,17.3,32,1024,Windows,5.3,790.93,1920.0,1080.0,127.33567457123111,0,0,Intel Core i5,Intel 
Dell,17.3,32,1000,Windows,6.65,699.99,3840.0,1080.0,230.57715799206466,0,0,Other Intel Processor,NVIDIA
Lenovo,15.6,12,512,Windows,3.87,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
HP,15.0,8,512,Windows,4.4,484.06,1366.0,768.0,104.47285665558198,0,1,Intel Core i5,Intel 
HP,17.3,8,256,Windows,5.25,515.0,1920.0,1080.0,127.33567457123111,0,0,AMD Processor,AMD
HP,13.3,8,256,Windows,5.05,799.99,1920.0,1080.0,165.6321180513006,0,1,Intel Core i7,Intel 
HP,11.6,4,512,Chrome OS,2.36,168.97,1361.0,768.0,134.71865363099292,0,0,Intel Core i7,Intel 
Acer,14.0,8,128,Chrome OS,3.42,399.99,1366.0,768.0,111.93520355955211,0,0,Pentium Processor,Intel 
Lenovo,14.0,8,256,Windows,4.5,879.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Acer,14.0,16,512,Others/Linux/Mac OS,8,679.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
MSI,17.3,32,1024,Windows,12.62,2499.0,2560.0,1440.0,169.78089942830815,1,0,Intel Core i9,Intel 
HP,14.0,16,512,Windows,4.7,1529.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
MSI,16.0,16,1024,Windows,6,699.99,2560.0,1600.0,188.67962264113208,1,0,Intel Core i7,NVIDIA
HP,14.0,4,512,Chrome OS,3.19,359.99,1366.0,768.0,111.93520355955211,0,0,Celeron Processor,Intel 
Razer,13.3,16,512,Windows,3.1,2299.99,1920.0,1080.0,165.6321180513006,1,0,Intel Core i7,NVIDIA
Acer,17.3,8,512,Windows,8.68,889.0,1920.0,1080.0,127.33567457123111,1,0,Intel Core i5,NVIDIA
Dell,13.3,16,512,Windows,4.42,1648.78,1920.0,1080.0,165.6321180513006,0,0,Intel Core i7,Intel 
Best Notebooks,16.0,16,1024,Others/Linux/Mac OS,8,699.99,1920.0,1080.0,137.68169813014364,0,0,Intel Core i7,Intel 
Lenovo,15.6,16,1024,Windows,8,689.99,1920.0,1080.0,141.21199808219862,1,0,AMD Processor,NVIDIA
Dell,15.6,16,128,Windows,3.96,389.0,1366.0,768.0,100.45466986113651,0,0,Celeron Processor,Intel 
ASUS,14.0,4,64,Windows,3.3,315.0,1366.0,768.0,111.93520355955211,0,1,Celeron Processor,Intel 
ASUS,15.6,8,512,Windows,3.96,769.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,14.0,4,32,Chrome OS,4.49,160.01,1366.0,768.0,111.93520355955211,0,0,Intel Core i7,Intel 
ASUS,11.6,2,32,Windows,2.2,699.99,1366.0,768.0,135.0942111925629,0,0,Intel Core i7,Intel 
Lenovo,14.0,16,1024,Windows,3.74,1082.69,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
ASUS,15.6,16,512,Windows,3.97,929.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
ASUS,15.6,8,512,Windows,6.6,799.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Dell,14.0,8,500,Windows,3.52,228.97,1366.0,768.0,111.93520355955211,0,0,Intel Core i7,Intel 
Lenovo,13.0,16,256,Windows,3.75,1699.0,2160.0,1350.0,195.93653120425253,0,0,Intel Core i7,Intel 
ROKC,15.6,16,1000,Windows,3.75,899.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Lenovo,13.3,8,256,Windows,4.4,921.68,2560.0,1600.0,226.98300468106115,0,1,Intel Core i5,Intel 
Lenovo,14.0,8,256,Windows,3.41,599.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Dell,15.6,16,256,Windows,4.84,946.0,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
Lenovo,14.0,8,512,Windows,2.86,689.0,1920.0,1080.0,157.3505121487356,0,1,Intel Core i7,Intel 
Acer,15.6,16,512,Windows,5.51,1102.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
HP,15.6,16,1024,Windows,8,699.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
LG,17.0,32,2048,Windows,2.98,1799.99,2560.0,1600.0,177.58082130930077,0,0,Intel Core i7,Intel 
Dell,14.0,12,512,Windows,1,1183.56,1920.0,1080.0,157.3505121487356,0,1,Intel Core i7,Intel 
Lenovo,13.3,4,64,Chrome OS,2.99,430.0,1920.0,1080.0,165.6321180513006,0,1,Intel Core i3,Intel 
HP,16.0,16,512,Windows,6.08,1360.49,1920.0,1200.0,141.50971698084905,0,1,Intel Core i5,Intel 
HP,17.3,32,1024,Windows,9,699.99,1920.0,1080.0,127.33567457123111,0,1,Intel Core i7,NVIDIA
Best Notebooks,16.0,32,1024,Windows,8,2599.0,2560.0,1600.0,188.67962264113208,0,0,Intel Core i7,Intel 
Dell,15.6,16,512,Windows,8,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i5,Intel 
HP,15.6,12,2048,Windows,4.3,739.0,1366.0,768.0,100.45466986113651,0,0,Intel Core i5,Intel 
Lenovo,15.6,8,500,Windows,5.39,1199.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Dell,15.6,4,128,Windows,5.69,305.0,1366.0,768.0,100.45466986113651,0,0,Celeron Processor,Intel 
Acer,15.6,16,512,Windows,4.8,950.0,1920.0,1080.0,141.21199808219862,1,0,AMD Processor,NVIDIA
ASUS,15.6,4,64,Windows,3.59,239.0,1920.0,1080.0,141.21199808219862,0,0,Celeron Processor,Intel 
LG,16.0,16,512,Windows,2.6,1664.99,2560.0,1600.0,188.67962264113208,0,0,Intel Core i7,Intel 
SGIN,17.3,4,128,Others/Linux/Mac OS,6.54,699.99,1920.0,1080.0,127.33567457123111,0,0,Celeron Processor,Intel 
Lenovo,14.0,16,512,Others/Linux/Mac OS,3.2,1399.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Lenovo,15.6,4,1024,Windows,5,699.99,1366.0,768.0,100.45466986113651,0,0,Celeron Processor,Intel 
ASUS,16.0,32,1024,Windows,12.6,699.99,1920.0,1080.0,137.68169813014364,0,0,Intel Core i9,Intel 
SAMSUNG,11.6,4,32,Chrome OS,2.6,699.99,1366.0,768.0,135.0942111925629,0,0,Celeron Processor,Intel 
Dell,14.0,16,512,Windows,2.86,1269.77,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,11.6,4,512,Chrome OS,2.95,699.99,1366.0,768.0,135.0942111925629,0,0,Celeron Processor,Intel 
Lenovo,14.0,8,256,Windows,8,993.2,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Dell,15.6,8,512,Windows,5.9,388.0,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
Best Notebooks,16.0,16,1024,Windows,8,699.99,3840.0,2400.0,283.0194339616981,0,0,Intel Core i7,Intel 
Dell,11.6,4,128,Windows,2.95,524.42,1366.0,768.0,135.0942111925629,0,0,Intel Core i7,Intel 
HP,15.6,16,256,Windows,5.64,1148.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
HP,17.3,32,1024,Windows,4.6,849.99,1600.0,900.0,106.11306214269258,0,1,Intel Core i7,Intel 
Dell,13.3,8,128,Windows,3.4,938.04,1920.0,1080.0,165.6321180513006,0,1,Intel Core i5,Intel 
HP,17.3,16,256,Windows,5.25,599.99,1920.0,1080.0,127.33567457123111,0,0,Intel Core i3,Intel 
Dell,15.6,16,512,Windows,4.06,3284.31,1920.0,1200.0,145.1381712624093,0,0,Intel Core i7,NVIDIA
HP,15.6,4,750,Windows,4.9,339.0,1366.0,768.0,100.45466986113651,0,0,Pentium Processor,Intel 
Lenovo,14.0,8,512,Windows,3.1,999.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,14.0,4,64,Windows,4.51,198.99,1366.0,768.0,111.93520355955211,0,0,Intel Core i7,Intel 
Lenovo,11.6,4,512,Chrome OS,4.1,254.92,1366.0,768.0,135.0942111925629,0,0,Celeron Processor,Intel 
Panasonic,14.0,16,512,Windows,4.6,811.93,1920.0,1080.0,157.3505121487356,0,1,Intel Core i5,Intel 
HP,14.0,4,32,Windows,3.24,199.99,1366.0,768.0,111.93520355955211,0,0,Celeron Processor,Intel 
HP,13.5,16,512,Windows,4.84,3223.83,1920.0,1280.0,170.92983824421876,0,1,Intel Core i7,Intel 
Dell,13.3,16,256,Windows,5.69,899.99,1920.0,1080.0,165.6321180513006,0,0,Intel Core i7,Intel 
MSI,17.3,16,1024,Windows,4.8,583.75,1920.0,1080.0,127.33567457123111,1,0,Intel Core i5,NVIDIA
Acer,15.6,16,1024,Windows,7,699.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
Apple,14.2,16,1024,Others/Linux/Mac OS,8,2447.5,1920.0,1080.0,155.13430775227454,0,0,Intel Core i7,Intel 
Lenovo,15.6,8,256,Windows,4.84,699.99,1366.0,768.0,100.45466986113651,0,1,Intel Core i7,Intel 
Dell,15.6,8,256,Windows,3.95,750.29,1366.0,768.0,100.45466986113651,0,0,Intel Core i3,Intel 
ASUS,14.0,8,512,Windows,2.65,840.7,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Lenovo,15.6,32,1024,Windows,6.32,1871.77,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
MSI,15.6,16,1024,Windows,8.78,1599.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
ASUS,14.0,16,1024,Others/Linux/Mac OS,8,699.99,1920.0,1080.0,157.3505121487356,1,0,AMD Processor,Intel 
Dell,17.0,16,512,Windows,4.65,2570.21,3840.0,2400.0,266.3712319639512,0,1,Intel Core i7,NVIDIA
Lenovo,15.6,8,128,Windows,4,355.66,1366.0,768.0,100.45466986113651,0,0,Intel Core i3,Intel 
ASUS,17.3,16,1024,Windows,5.73,1499.0,1920.0,1080.0,127.33567457123111,1,0,AMD Processor,NVIDIA
HP,14.0,4,512,Windows,4.39,118.99,1366.0,768.0,111.93520355955211,0,0,AMD Processor,AMD
Lenovo,15.6,12,512,Windows,3.66,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
Lenovo,15.6,16,1024,Windows,4.08,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,15.6,12,1024,Windows,8,699.99,1366.0,768.0,100.45466986113651,0,1,Intel Core i3,Intel 
Dell,15.6,16,512,Windows,4.01,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
MSI,15.6,8,256,Windows,3.52,698.69,1920.0,1080.0,141.21199808219862,1,0,AMD Processor,Intel 
MSI,17.3,32,1024,Windows,11.28,2799.0,1920.0,1080.0,127.33567457123111,1,0,Intel Core i9,NVIDIA
ASUS,11.6,4,128,Others/Linux/Mac OS,8,699.99,1920.0,1080.0,189.90579052433606,0,0,Pentium Processor,Intel 
Lenovo,14.0,16,512,Windows,5.2,2699.0,1920.0,1080.0,157.3505121487356,0,1,Intel Core i7,NVIDIA
AimCare,14.0,8,512,Windows,3.3,459.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Lenovo,15.6,8,256,Windows,3.7,695.0,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,Intel 
Apple,15.6,8,512,Others/Linux/Mac OS,8,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,15.6,8,500,Windows,1.6,349.0,1600.0,900.0,117.67666506849883,0,0,Intel Core i7,Intel 
Dell,14.0,8,512,Windows,5.65,678.77,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,14.0,8,256,Windows,3.24,389.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i3,Intel 
Lenovo,15.6,8,512,Others/Linux/Mac OS,3.76,689.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,Intel 
MSI,17.3,16,512,Windows,7.49,1621.93,1920.0,1080.0,127.33567457123111,1,0,Intel Core i7,NVIDIA
Acer,15.6,8,256,Windows,4.63,699.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
Lenovo,14.0,4,500,Windows,4.3,379.0,1366.0,768.0,111.93520355955211,0,0,Intel Core i5,Intel 
Dell,14.0,16,128,Windows,4.9,1499.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Dell,14.0,8,256,Windows,5,2296.24,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Alienware,15.6,16,1024,Windows,5.2,2499.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
