Company,Name,Inches,Screen_Resolution,CPU,RAM,Memory,GPU,OpSys,Weights,Price
Dell,"Dell 8H9GC Latitude 5580 Laptop, 15.6"" FHD, Intel Core i5-7440HQ, 8GB DDR4, 500GB Hard Drive, Windows 10 Pro",15.6 Inches,‎1920X1080 Pixels,‎2.8 GHz,8 GB,500 GB,,‎Windows 10 Pro,‎7.15 pounds,$189.99 
MSI,"MSI Raider GE77HX 17.3"" FHD 360Hz Gaming Laptop Intel Core i7-12800HX RTX3080TI 16GBDDR5 1TB NVMe SSD Win11 - Dark Grey (12UHS-074)",17.3 Inches,,Core i7,16 GB,1 TB,,‎Windows 11,‎9.9 pounds,
Dell,"Dell XPS 15 9510 Laptop (2021) | 15.6"" 4K Touch | Core i7-1TB SSD - 32GB RAM - 3050 Ti | 8 Cores @ 4.6 GHz - 11th Gen CPU Win 10 Pro",15.6 Inches,‎3456x2160 MP,Core i7,32 GB,1000 GB,‎NVIDIA GeForce RTX 3050 Ti,‎Windows 10 Pro,‎29 pounds,"$2,193.00 "
HP,"HP - Pavilion x360 2-in-1 11.6"" Touch-Screen Laptop - Intel Pentium - 4GB Memory - 128GB Solid State Drive - Ash Silver Keyboard Frame, Natural Silver",11.6 Inches,,Intel Core M-5Y10 Processor,4 GB,128 GB,,,,$429.00 
MSI,"MSI 2021 Newest GF63 Thin Gaming 15 Laptop, 15.6"" FHD IPS Display, 10th Gen Intel i5-10300H (Beats i7-8750H), 16GB RAM, 256GB SSD, GeForce GTX 1650 4GB, Win10, HDMI Cable",15.6 Inches,‎1920 x 1080 Pixels,Intel Core i5,16 GB,256 GB,‎GTX 1650 MaxQ,‎Windows 10,‎4.1 pounds,From $882.90
ASUS,"ASUS ROG Strix G17 (2023) Gaming Laptop, 17.3” QHD 240Hz, GeForce RTX 4060, AMD Ryzen 9 7945HX, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G713PV-DS94, Eclipse Gray",17.3 Inches,,Ryzen 9,16 GB,1 TB,‎NVIDIA GeForce RTX 4060,‎Windows 11 Home,‎10.58 pounds,"$1,769.99 "
HP,"2022 HP 14"" Flagship Laptop, Windows 11 OS, AMD Dual-Core Processor Up to 2.60 GHz, 4GB RAM, 64GB SSD, Webcam, Dale Black(Renewed)",14,‎1366 x 768 Pixels,,4 GB,64 GB,,‎Windows 11,‎4.55 pounds,$189.99 
Dell,"Dell 2023 Vostro 7620 Business 16"" FHD+ Laptop Intel 14-Core i7-12700H NVIDIA RTX 3050 4GB GDDR6 40GB DDR5 1TB NVMe SSD WiFi 6E RJ-45 Thunderbolt4 HDMI Webcam Backlit KB Fingerprint Windows 10 Pro",16 Inches,‎1920 x 1080 Pixels,Core i7 Family,40 GB,1 TB,‎NVIDIA GeForce RTX 3050,‎Windows 10 Pro,‎8 pounds,
LG,"LG Gram 17Z90P Laptop 17"" IPS Ultra-Lightweight, (2560 x 1600), Intel Evo 11th gen Core i7, 16GB RAM, 2TB SSD, Upgradeable Windows 10 Home, Alexa Built-in, 2X USB-C, HDMI, USB-A - Black",17 Inches,‎2560 x 1600 Pixels,Core i7,16 GB,2 TB,‎Intel Xe Graphics,‎Windows 10,‎2.98 pounds,"$1,799.26 "
HP,HP Fortis Chromebook Enterprise G10 14-Inch Touchscreen Laptop - Intel Pentium Silver N6000-8 GB RAM - Chrome OS - Intel HD Graphics 400,14,,Intel Pentium 4,8 GB,8 GB,‎Intel HD Graphics 400,‎Chrome OS,‎5 pounds,$858.52 
ASUS,"2019 ASUS - 15.6"" Laptop - AMD A12-Series 8GB Memory AMD Radeon R7 128GB SSD Windows 10",15.6 Inches,‎1366 x 768,A-Series,8 GB,128 GB,‎AMD Radeon R7,‎Windows 10,‎4.41 pounds,$429.00 
HP,"HP EliteBook 860 G9 16"" Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1245U Deca-core (10 Core) - 16 GB Total RAM - 256 GB SSD",16 Inches,‎1920 x 1200 Pixels,Core i5,16 GB,256 GB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎6 pounds,"$1,584.99 "
ASUS,"ASUS VivoBook 15 Slim Laptop, 15.6 inch FHD Display, Intel Core i5-1240P CPU, Intel Iris Xe Graphics, 8GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, F1502ZA-DS52",15.6 Inches,‎1920x1080 Pixels,Intel Core i5,8 GB,512 GB,‎Intel Iris,‎Windows 11 Home,‎5.5 pounds,$649.99 
Lenovo,"2022 Lenovo ThinkPad E15 Gen 2 Business Laptop 15.6"" FHD IPS Display Intel i5-1135G7 Iris Xe Graphics 16GB DDR4 512GB M.2 NVMe SSD Backlit KB w/ FP Reader Thunderbolt 4 WiFi 6 Windows 11 Pro",15.6 Inches,‎1920 x 1080 Pixels,Intel Core i5-1135G7,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎3.75 pounds,
Dell,"Dell Latitude 5510 15.6"" Touchscreen Notebook - Full HD - 1920 x 1080 - Core i7 i7-10610U 10th Gen 1.8GHz Hexa-core (6 Core) - 16GB RAM - 512GB SSD",15.6 Inches,‎1920 x 1080 Pixels,Intel Core i7,16 GB,512 GB,‎Intel UHD Graphics 620,‎Windows 10 Pro,‎6.4 pounds,"$1,195.00 "
Lenovo,"Lenovo ThinkPad X1 Yoga (Gen 2) i7 7600U 2.8Ghz 14 2-in-1 Convertible Laptop, 16GB RAM, 1TB NVMe PCIe M.2 SSD, FHD 1080p, Thunderbolt 3 USB-C, Webcam, Windows 10 Pro (Renewed)",14 Inches,‎1920x1080 Pixels,Core i7 Family,16 GB,1 TB,‎Intel,‎Windows 10 Pro,‎3 pounds,$464.01 
HP,"HP Envy 13 Ultra Thin Laptop 13.3"" Full-HD, Intel Core i5-8250U, Intel UHD Graphics 620, 256GB SSD, 8GB SDRAM, Fingerprint Reader, 13-ah0051wm",13.3 Inches,‎1920x1080,Core i5 8250U,8 GB,256 GB,‎Intel UHD Graphics 620,‎Windows 10,‎4.3 pounds,$553.50 
Dell,"Dell Latitude 5000 5530 Laptop (2022) | 15.6"" FHD Touch | Core i7-512GB SSD - 32GB RAM | 10 Cores @ 4.8 GHz - 12th Gen CPU Win 11 Home",15.6 Inches,‎1920x1080 MP,Core i7,32 GB,512 GB,‎Intel Integrated Graphics,‎Windows 11 Home,‎8 pounds,
Lenovo,"Lenovo ThinkPad X1 Carbon Laptop, High Performance Windows Laptop, (Intel Core i7, 16 GB RAM, 512GB SSD, Windows 10 Pro), 20KH002JUS",14 Inches,‎1920 x 1080 Pixels,Core i7,16 GB,‎SSD,‎Intel UHD Graphics 620,‎Windows 10 Pro,‎2.49 pounds,"$1,200.00 "
Dell,"Dell Precision 7520 15.6 FHD, Core i7 6820HQ 2.7GHz, 32GB RAM, 512GB SSD, Windows 10 Pro 64Bit, CAM (Renewed)",15.6 Inches,,Core i7,32 GB,,,‎Windows 10 Pro,‎3.88 pounds,$398.99 
Lenovo,"2018 Lenovo 330 17.3"" HD+ LED Backlight Laptop Computer, 8th Gen Quad Core i5-8250U up to 3.40GHz, 8GB DDR4 RAM, 1TB HDD, DVDRW, 802.11ac WiFi, Bluetooth, Type-C, HDMI, Windows 10",17.3 Inches,,Core i5,8 GB,‎HDD,‎Intergrated,‎Windows 10 Home,‎1.04 pounds,
Dell,"Dell Vostro 7000 7620 Laptop (2022) | 16"" FHD+ | Core i7-1TB SSD - 16GB RAM - 3050 Ti | 14 Cores @ 4.7 GHz - 12th Gen CPU Win 11 Pro",16 Inches,‎1920x1200 MP,Core i7,16 GB,1000 GB,‎NVIDIA GeForce RTX 3050 Ti,‎Windows 11 Pro,‎4.46 pounds,"$1,116.99 "
HP,"HP 14"" Touchscreen Home and Business Laptop Ryzen 3-3200U, 8GB RAM, 256GB M.2 SSD, Dual-Core up to 3.50 GHz, Vega 3 Graphics, RJ-45, USB-C, 4K Output HDMI, Bluetooth, Webcam, 1366x768, Windows 10 Pro",14 Inches,‎1366X768 Pixels,Ryzen 3 2200U,8 GB,256 GB,‎AMD Radeon Vega 3,‎Windows 10 Pro,‎3.24 pounds,
HP,"HP EliteBook 1040 G9 14"" Touchscreen Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1245U Deca-core (10 Core) - 16 GB Total RAM - 512 GB SSD - Windows 11 Pro - Intel Iris Xe Graphics",14 Inches,‎1920 x 1200 Pixels,Core i5,16 GB,512 GB,‎Intel Iris,‎Windows 11 Pro,‎4.65 pounds,"$1,858.04 "
HP,"HP Chromebook 11-inch Laptop - Up to 15 Hour Battery Life - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS™ - (11a-na0021nr, 2020 model, Snow White)",11.6 Inches,‎1366 x 768 Pixels,MediaTek MT8183,4 GB,32 GB,,‎Chrome OS,‎2.36 pounds,$179.00 
HP,"HP 2022 15.6"" HD Screen Laptop PC AMD 4-Core Ryzen 5 3500U AMD Radeon Vega 8 Graphics 20GB RAM DDR4 512GB NVMe SSD USB C WiFi Webcam Long Battery Fast Charge Rose Gold Windows 11 Pro w/RE Accessories",15.6 Inches,‎1366 x 768 Pixels,Ryzen 5 3500U,20 GB,512 GB,‎AMD Radeon RX Vega 8,‎Windows 11 Pro,‎3.75 pounds,
Dell,"Dell Latitude 3000 3310 13.3"" Touchscreen Convertible 2 in 1 Notebook - Full HD - 1920 x 1080 - Intel Core i3 8th Gen i3-8145U Dual-core (2 Core) - 8 GB Total RAM - 256 GB SSD",13.3 Inches,‎1920 x 1080 Pixels,Core i3,8 GB,256 GB,‎Intel UHD Graphics 620,‎Windows 10 Pro,‎3.45 pounds,$908.90 
Toshiba,"2015 Toshiba Satellite S55-B5280 High Performance Laptop, Intel Core i7-5500U(up to 3.0GHz), 15.6-inch HD Display, 12GB DDR3L, 1TB HDD, Windows 8.1",15.6 Inches,‎3840 x 2160 Pixels,Core i7,12 GB,1 TB,‎Intel Integrated Graphics,‎Windows 8,‎4.85 pounds,
Lenovo,"Lenovo IdeaPad 3 15.6"" HD (1366x768) Touchscreen Laptop, Intel Core i5-10210U, 1.6GHz, 8GB RAM, 512GB SSD, Windows 10 Home, Abyss Blue",15.6 Inches,‎1366 x 768 Pixels,Core i5-10210U,8 GB,512 GB,‎Intel UHD Graphics,‎Windows 10 Home,‎5.04 pounds,$549.12 
GPDBRANDSTORE,GPDBRANDSTORE GPD Pocket3 [11th Core CPU I7-1195G7-1TB] Full-Featured Portable Foldable Mini Pc Notebook Laptop Computer UMPC 8inch Intel I7-1195 Touch Screen 16GB RAM 1TB ROM WIN11 (1TB),8 Inches,‎1920 x 1200 Pixels,Core i7,16 GB,1 TB,‎Intel HD Graphics 620,‎Windows 11 Home,‎1.61 pounds,"$1,349.00 "
LENOVO TOPSELLER WORKSTATION,Lenovo ThinkPad P15 Gen 2 20YQ0031US 15.6 Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-11800H Octa-core [8 Core] 2.30 GHz - 16 GB Total RAM - 512 GB SSD - Black,15.6 Inches,‎1920 x 1080 Pixels,Core i7,16 GB,‎SSD,,‎Windows 10 Pro,‎8.93 pounds,"From $1,199.99"
ASUS,"ASUS VivoBook Flip 14 Thin and Light 2-in-1 Laptop, 14” FHD Touch Display, AMD Ryzen 7 5700U, 8GB RAM, 512GB SSD, Stylus, Windows 10 Home, Fingerprint Reader, Bespoke Black, TM420UA-DS71T",14,‎1920X1200 Pixels,Ryzen 7,8 GB,512 GB,‎AMD Radeon™ Graphics,‎Windows 10 Home,‎3.31 pounds,$845.99 
Lenovo,"Lenovo ThinkPad X1 Carbon Gen 10 21CB00BVUS 14"" Touchscreen Ultrabook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1270P Dodeca-core (12 Core) 2.20 GHz - Intel Evo Platform - 32 GB Total RAM -",14 Inches,‎1920 x 1200 Pixels,Core i7,32 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11,‎4.45 pounds,"$2,173.37 "
Toshiba,"Toshiba Satellite Fusion L55 L55WC5256 15"" Laptop",15 Inches,‎1366x768 Pixels,Core i5,8 GB,1 TB,‎Intel HD Graphics,‎Windows 10,‎0.01 ounces,From $349.00
Dell,"Dell XPS Business Laptop, 15.6 Inch FHD+, Intel Core i7-10750H Processor, 32GB RAM, 1TB PCIe SSD, GeForce GTX 1650 Ti 4GB GDDR6, Fingerpring Reader, Backlit Keyboard, Windows 11 Home (Latest Model)",15.6 Inches,‎1920 x 1200 Pixels,Corei7-10750H,32 GB,512 GB,‎GTX 1650 Ti,‎Windows 11,‎4.52 pounds,"$1,999.00 "
HP,"HP Newest Stream 14inch HD Display, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 Memory, 128GB Storage (64GB eMMC+64GB Card),WiFi,Webcam,Bluetooth,1-Year Microsoft 365, Windows 11 S, Jet Black",14 Inches,,Celeron,4 GB,64 GB,‎Intel UHD Graphics,"‎Windows 11 S, Windows 11 Home",‎0.518 ounces,$275.95 
SAMSUNG,"SAMSUNG 11"" HD Light-Weight Chromebook, Intel Celeron Processor Up to 2.40GHz, 4GB Ram, 16GB SSD, Super-Fast WiFi, HDMI, Chrome OS, Dale Black (Renewed) (Dale Black)",11 Inches,,Celeron,4 GB,16 GB,‎Intel HD Graphics 400,‎Chrome OS,‎3.65 pounds,$79.99 
Dell,"Dell Latitude 5430 Laptop - 14"" FHD WVA AG IPS Display - Intel Core i7-1265U 10-Core (12th Gen) - 1TB SSD - 64GB RAM - Windows 11 pro",15.6,‎1920 x 1080 Pixels,Intel Core i7,64 GB,1 TB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎5.14 pounds,"$1,169.77 "
Lenovo,"2022 Lenovo IdeaPad 5i Laptop 15.6'' FHD IPS Touchscreen 12th Intel i7-1255U 10-Core Iris Xe Graphics 16GB DDR4 1TB SSD WiFi 11 Home w/ RATZK 32GB USB, Stormy Grey, (82SF001PUS)",15.6 Inches,‎1920 x 1080 Pixels,Core i7 Family,16 GB,1 TB,‎Intel Iris Xe Graphics,‎Windows 11 Home,‎7 pounds,
Acer,"Acer Predator Triton 500 SE Laptop | Intel i7-12700H | GeForce RTX 3060 | 16"" WQXGA 240Hz Display | 16GB DDR5 | 512GB SSD | Wi-Fi 6E | PT316-51s-7397 Predator Aethon 700 Gaming Keyboard",,‎2560 x 1600 Pixels,,16 GB,512 GB,‎NVIDIA GeForce RTX 3060,‎Windows 10 Home,,"$1,677.05 "
Lenovo,"Lenovo 2020 2-in-1 11.6"" Convertible Chromebook Touchscreen Laptop Computer/Quad-Core MediaTek MT8173C (4C/ 2X A72 + 2X A53)/ 4GB Memory/ 32GB eMMC/ 802.11ac WiFi/Bluetooth/Type-C/White/Chrome OS",11.6 Inches,‎1366x768,Tablet Processor,4 GB,64 GB,‎PowerVR GX6250,‎Chrome OS,‎2.6 pounds,$225.00 
MSI,"MSI GF65 Thin 9SD 15.6"" FHD 120Hz Gaming Laptop i5-9300H, 16GB RAM, 1TB NVMe SSD, NVIDIA GeForce GTX 1660Ti 6GB GDDR6 VRAM, USB-C, Backlit Keyboard, Bluetooth, Webcam, Windows 10 w/RE Accessories",15.6 Inches,‎1920x1080 Pixels,Core i5,16 GB,1 TB,‎NVIDIA GeForce GTX 1660Ti,‎Windows 10,‎4.1 pounds,
HP,"HP 15.6"" HD Intel 10th Gen i3-1005G1 3.4GHz 8GB RAM 256GB SSD Win 10 Laptop",15.6 Inches,‎1366 x 768 Pixels,Core i3,8 GB,256 GB,,‎Windows 10 Home,‎1.7 pounds,$355.00 
HP,"HP 2022 Stream 14"" HD Laptop, Intel Celeron N4120 Processor, 4GB RAM, 64GB eMMC Storage, HD Webcam, HDMI, Wi-Fi, Bluetooth, Rose Gold, Office 365 1-Year, Windows 11 S, 32GB SnowBell USB Card",14 Inches,‎1366 x 768 Pixels,Celeron,4 GB,64 GB,‎Intel HD Graphics,‎Windows 11 S,‎3.24 pounds,
Acer,"Acer Dell Latitude 5000 5420 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 16 GB RAM - 256 GB SSD",14 Inches,‎1920 x 1080 Pixels,Core i5 Family,16 GB,256 GB,‎Intel Iris Xe Graphics,‎Windows 10 Pro,‎3.6 pounds,$925.00 
HP,"HP 2023 15'' HD IPS Laptop, Intel i3-1115G4 Processor Up to 4.10GHz, 8GB RAM, 256GB NVMe SSD, Intel 4K Graphics, Ultra-Fast WiFi, Windows 11 (Renewed)",15 Inches,‎1366 x 768 Pixels,Intel Core i3,8 GB,256 GB,,‎Windows 11,‎4 pounds,$299.99 
HP,"HP EliteBook 630 G9 13.3"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 1.30 GHz - 16 GB Total RAM - 256 GB SSD",13.3 Inches,‎1920 x 1080 Pixels,Core i5,16 GB,256 GB,‎Intel Iris Xe Graphics,‎Windows 10 Pro,‎4.47 pounds,"$1,314.99 "
Dell,"Dell Inspiron 15.6-inch HD Touchscreen Laptop PC (2018 Model), Intel i5-7200U 2.5GHz, 8GB RAM, 2TB HDD, Intel HD Graphics 620, MaxxAudio, Bluetooth, HDMI, WiFi, Windows 10",15.6 Inches,‎1366 x 768,Intel Core i5,8 GB,2 TB,‎Intel HD Graphics 620,‎Windows 10,‎5.07 pounds,$649.00 
Dell,"Dell XPS 15 9500 15.6 inch UHD+ Touchscreen Laptop - 10th Gen Intel Core i7-10750H 6-Core up to 5.00 GHz CPU, 64GB DDR4 RAM, 1TB PCIe SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Pro, Silver",15.6 Inches,‎3840 x 2400 Pixels,Core i7,64 GB,1000 GB,‎NVIDIA GeForce GTX 1650 Ti,‎Windows 10 Pro,‎8.93 pounds,"$1,499.00 "
HP,"HP EliteBook 840 G8 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-1185G7 Quad-core (4 Core) 3 GHz - 16 GB Total RAM - 512 GB SSD",14 Inches,‎1920 x 1080 Pixels,Core i7,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎5 pounds,"$1,853.00 "
Lenovo,"2021 Lenovo 11.6inch HD Laptop, AMD Dual-Core Processor Up to 2.30 GHz, 64GB SSD, 4GB Ram, AMD Radeon Graphics, HDMI, Windows 10 Pro OS (Renewed)",11.6 Inches,‎1366 x 768 Pixels,AMD E Series,4 GB,64 GB,‎AMD,‎Windows 10 Pro,‎4.01 pounds,$149.99 
ASUS,"ASUS X200LA-DH31T Laptop (Windows 8, Intel Core i3-4010U (1.7GHz) Processor, 11 inches Display, SSD: 500 GB, RAM: 4 GB DDR3) Black [OLD VERSION]",11 Inches,‎1366x768,Core i3,4 GB,500 GB,‎Intel HD Graphics 4400,‎Windows 8,‎3 pounds,
HP,"HP 2022 Newest 17.3"" HD+ Display Laptop, 11th Gen Intel Core i3-1115G4(Up to 4.1GHz, Beat i5-1030G7), 32GB DDR4 RAM, 1TB PCIe SSD, Bluetooth, HDMI, Webcam, Windows 11, Silver, w/ 3in1 Accessories",17.3 Inches,‎1600 x 900 Pixels,Core I3 1115G4,32 GB,1 TB,‎Intel UHD Graphics,‎Windows 11,‎5.25 pounds,$699.99 
ASUS,ASUS Intel Celeron N3350 4GB Memory 32GB eMMC 14-Inch Chromebook (Slate Gray),14 Inches,‎1366 x 768 Pixels,Celeron,4 GB,32 GB,‎Intel integrated,‎Chrome OS,‎2.7 pounds,$283.62 
HP,"HP EliteBook 655 G9 15.6"" Touchscreen Notebook - Full HD - 1920 x 1080 - AMD Ryzen 7 PRO 5875U Octa-core (8 Core) 2 GHz - 32 GB Total RAM - 1 TB SSD",15.6 Inches,‎1920 x 1080 Pixels,Ryzen 7,32 GB,1 TB,‎AMD Radeon Graphics,‎Windows 10 Pro,‎5.75 pounds,"$1,647.86 "
Acer,"Acer Chromebook Spin 514 CP514-1WH CP514-1WH-R6YE 14"" Touchscreen Convertible 2 in 1 Chromebook - Full HD - 1920 x 1080 - AMD Ryzen 7 3700C Quad-core (4 Core) 2.30 GHz - 8 GB Total RAM - 256 GB SSD",14 Inches,‎1920 x 1080 Pixels,Ryzen 7,8 GB,256 GB,‎AMD Radeon Graphics,‎Chrome OS,‎5.45 pounds,$749.27 
Dell,"Dell Latitude Rugged 14 5430 Laptop (2022) | 14"" FHD | Core i7 - 256GB SSD - 8GB RAM | 4 Cores @ 4.4 GHz - 11th Gen CPU Win 11 Pro (Renewed)",14 Inches,‎1920x1080 MP,Core i7,8 GB,256 GB,‎Intel Integrated Graphics,‎Windows 11 Pro,‎8 pounds,"$1,745.00 "
Dell,"Dell Alienware X15 R1 Gaming Laptop (2021) | 15.6"" FHD | Core i7-256GB SSD - 16GB RAM - RTX 3060 | 8 Cores @ 4.6 GHz - 11th Gen CPU - 12GB GDDR6 Win 11 Home",15.6 Inches,‎1920x1080 MP,Core i7,16 GB,256 GB,‎NVIDIA GeForce RTX 3060,‎Windows 11 Home,‎5 pounds,
ASUS,"ASUS ROG Strix SCAR III (2019) Gaming Laptop, 15.6” 240Hz IPS Type Full HD, NVIDIA GeForce RTX 2070, Intel Core i7-9750H, 16GB DDR4, 1TB PCIe Nvme SSD, Per-Key RGB KB, Windows 10, G531GW-DB76",15.6 Inches,‎1920 x 1080 Pixels,Intel Core i7,16 GB,1 TB,‎NVIDIA GeForce RTX 2070,‎Windows 10 Home,‎5.67 pounds,"$2,765.17 "
ASUS,"ASUS ROG Strix Scar II GL704GW Gaming Laptop (Intel i7-8750H, 16GB RAM, 512GB Nvme SSD, NVIDIA RTX 2070 8GB, 17.3"" Full HD IPS 144Hz 3ms, Windows 10) Gamer Notebook Computer, 17-30.99""",17.3 Inches,,Core i7,16 GB,512 GB,‎NVIDIA GeForce RTX 2070,‎Windows 10 Home,‎6.5 pounds,"$2,524.72 "
HP,"2022 HP Victus 15.6"" 144Hz Gaming Laptop, Intel 12th Core i5-12450H, 32GB RAM, 2TB PCIe SSD, NVIDIA GeForce RTX 1650 Graphics 4GB, Backlit Keyboard, Windows 11 Pro, Mica Silver, 32GB USB Card",15.6 Inches,‎1920 x 1080 Pixels,Core i5,32 GB,2 TB,‎NVIDIA GeForce GTX 1650,‎Windows 11 Pro,‎5.06 pounds,$910.42 
HP,"HP ProBook 440 G9 Notebook - 14"" FHD Display, Intel 12th Gen Core i5-1235U 10-Core CPU, 16GB RAM, 512GB SSD, Includes 1 Year of HP Wolf Pro Security (687M9UT#ABA)",14 Inches,‎1920 x 1080 Pixels,Core i5,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎4.64 pounds,
Lenovo,"Lenovo IdeaPad 3 Chromebook 11IGL05 11.6"" 4GB 32GB Intel Celeron N4020 X2 1.1GHz, Onyx Black",11.6 Inches,‎1366x768 Pixels,Unknown,32 GB,32 GB,‎Intel UHD Graphics 600,‎Chrome OS,‎2.66 pounds,From $140.00
Dell,"Dell Precision 3530 15.6"" FHD Core i7-8850H 2.6GHz, 32GB RAM, 512GB Solid State Drive, Windows 10 Pro 64Bit, CAM, Nvidia Quadro P600 4GB (Renewed)",15.6 Inches,,Core i7,32 GB,512 GB,‎Nvidia Quadro P600 4GB,‎Windows 10,‎4.48 pounds,
Lenovo,"Lenovo IdeaPad 3 14 Laptop, Intel Core i3-1005G1, 4GB RAM, 128GB Storage, 14.0"" FHD Display, Windows 10 S",14,‎1920 x 1080,Core i3,4 GB,‎SSD,‎Intel UHD Graphics,‎Windows 10 S,‎4 pounds,$244.00 
Lenovo,"Lenovo 20LS0002US Thinkpad L480 20LS 14"" Notebook - Windows - Intel Core i5 1.6 GHz - 8 GB RAM - 256 GB SSD, Black",14 Inches,‎1920 x 1080 Pixels,Core i5 8250U,8 GB,256 GB,‎Intel UHD Graphics 620,‎Windows 10 Pro,‎3.7 pounds,$699.99 
Dell,"[Win 11 Home] 2021 Newest Dell Inspiron 5510 15.6"" FHD Laptop, Intel Core i7-11370H, 16GB RAM, 512GB PCIe SSD, Thunderbolt 4, HDMI, Webcam, Fingerprint Reader, Wi-Fi 6, Backlit Keyboard, Silver",15.6 Inches,‎1920 x 1080 Pixels,Core I7 11370H,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11,‎3.6 pounds,
Alienware,"New Alienware m17 R3 17.3 inch FHD Gaming Laptop (Luna Light) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia Geforce RTX 2070 8GB GDDR6, Windows 10 Home (Renewed)",17 Inches,‎1920 x 1080 Pixels,Core i7 Family,16 GB,1 TB,‎NVIDIA GeForce RTX 2070,‎Windows 10 Home,‎5.51 pounds,"$2,299.00 "
ASUS,"ASUS Q550LF-BBI7T07 15.6"" Touch Screen 8GB Memory 1TB Hard Drive",15.6 Inches,‎1920 x 1080,Core i7,8 GB,1 TB,‎NVIDIA GeForce GT 745M,‎Windows 8,‎6 pounds,From $996.30
Dell,"Dell Alienware m15 R7 Gaming Laptop (2022) | 15.6"" FHD | Core i9 - 2TB SSD - 64GB RAM - 3070 Ti | 14 Cores @ 5 GHz - 12th Gen CPU - 8GB GDDR6X Win 11 Home (Renewed)",15.6 Inches,‎1920x1080 MP,Core i9,64 GB,2000 GB,‎NVIDIA GeForce RTX 3070 Ti,‎Windows 11 Home,‎8 pounds,"$2,799.95 "
Toshiba,"Toshiba Portege Z20T-C2110 12.5"" Ultrabook with Keyboard Dock, 4 GB RAM, 128 GB SSD, (PT16BU-00K00D)",12.5 Inches,‎1920 x 1080 Pixels,,4 GB,128 GB,‎Intel HD Graphics 515,‎Windows 10 Pro,‎4.9 pounds,"$1,516.02 "
HP,"2021 Newest HP 14 inches HD Laptop PC, Ryzen 3-3250U Dual Core Processor, 16GB DDR4 RAM, 512GB M.2 SSD, AMD Vega 3 Graphics, RJ-45, HDMI, Bluetooth, Webcam, Windows 10 Pro w/RE USB 3.0 Flash Drive Silver HP-14-DK1022WM",14 Inches,‎1366X768 Pixels,Ryzen 3 2200U,16 GB,512 GB,‎AMD Radeon Vega 3,‎Windows 10 Pro,‎3.33 pounds,
Lenovo,"Lenovo Legion Y740-15IRHg 81UH000GUS 15.6"" Gaming Notebook - 1920 x 1080 - Core i7 i7-9750H - 16 GB RAM - 1 TB HDD - 512 GB SSD - Black - Windows 10 Pro 64-bit - NVIDIA GeForce RTX 2070 with 8 GB",15.6 Inches,‎1920 x 1080 Pixels,8032,16 GB,‎HDD,‎NVIDIA GeForce RTX 2070,‎Windows 10 Pro,‎4.85 pounds,
Razer,"Razer Blade 18 Gaming -Laptop: NVIDIA GeForce RTX 4070 13th Gen Intel 24-Core i9 HX CPU 18"" QHD+ 240Hz - 32GB -RAM - 1TB SSD CNC Aluminum Compact GaN -Charger - Windows 11 -Chroma RGB",18 Inches,‎2560x1600 Pixels,Intel Core i9,32 GB,1 TB,‎NVIDIA GeForce RTX 4070,‎Windows 11,‎6.8 pounds,"$3,199.99 "
LG,"LG 16U70Q-N.APC7U1 16'' Black 16:10 WUXGA UltraPC Laptop with Windows 11 Pro, 16GB LPDDR4x, & 1TB Dual SSD Slots",16,‎2560 x 1600,,8 GB,1 TB,,‎Windows 11 Pro,‎6.54 pounds,$677.15 
Lenovo,"Lenovo ThinkPad T16 Gen 1 21CH0004US 16"" Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 5 PRO 6650U Hexa-core (6 Core) 2.90 GHz - 16 GB Total RAM - 256 GB SSD - Villi Black",16 Inches,‎1920 x 1200 Pixels,Ryzen 5,16 GB,256 GB,‎AMD Radeon Graphics,‎Windows 11 Pro,‎6.2 pounds,$978.80 
