Company,Name,Inches,Screen_Resolution,CPU,RAM,Memory,GPU,OpSys,Weights,Price
Lenovo,"Lenovo IdeaPad 3 15.6"" Laptop, Intel Core i3-1005G1 Dual-Core Processor, 4GB Memory,128GB Solid State Drive, Windows 10S - Almond - 81WE0016US",15.6 Inches,‎1366 x 768 Pixels,Core i3 Family,4 GB,128 GB,‎Intel UHD Graphics 600,‎Windows 10,‎4.1 pounds,$288.85 
Lenovo,"Lenovo ThinkBook 13s G4 IAP 21AR001WUS 13.3"" Notebook - 1920 x 1200 - Intel Core i5 12th Gen i5-1240P - 8 GB Total RAM - 256 GB SSD",13.3 Inches,‎1920 x 1200 Pixels,Core i5,8 GB,256 GB,‎Intel,‎Windows 11 Pro,‎4.2 pounds,$829.54 
HP,HP Elitebook 840 G5 Laptop Intel Core i7 1.80 GHz 16Gb Ram 512GB SSD Windows 10 Pro-64 (Renewed),14 Inches,‎1920 x 1080,Core i7,16 GB,512 GB,‎Intel,‎Windows 10 Pro,‎3 pounds,
HP,"2022 HP Pavilion 17 Laptop Computer, Intel Core i3-1115G4(Beat i5-8250U), 16GB RAM, 256GB PCIe SSD, 17.3 FHD IPS Screen, Wi-Fi, Webcam, Bluetooth, Long Battery Life, Windows 11, ROKC MP(Lastest Model)",13.7 Inches,‎1920 x 1080 Pixels,Intel Core i3,16 GB,256 GB,‎Intel UHD Graphics,"‎Windows 11 Home, Windows 11",‎6.56 pounds,$589.99 
HYUNDAI,"HYUNDAI 14 Inch Hybook 4GB RAM, 128GB Storage, Windows 10 Pro Laptop, Intel Celeron N4020, Expandable Storage, microSD Slot (Up to 256GB), 14.1"" Inch IPS Display, WiFi & Bluetooth, 5000mAh Battery.",14.1 Inches,‎1366 x 768 Pixels,Celeron N4020,4 GB,128 GB,‎Intel UHD Graphics 600,‎Windows 10,‎2.93 pounds,From $149.99
MSI,"MSI GF75 Thin 17.3"" Gaming Laptop Core i7-10750H 16GB RAM 1TB SSD 144Hz RTX 2060 6GB - 10th Gen i7-10750H Hexa-core - NVIDIA GeForce RTX 2060 6GB - 144 Hz Refresh Rate - Up to 5 GHz CPU Speed - W",17.3 Inches,‎1920 x 1080,Core i7,16 GB,1 TB,‎NVIDIA GeForce RTX 2060,‎Windows 10 Home,‎9.5 pounds,
ASUS,"ASUS Chromebook C424, 14.0"" 180 Degree FHD NanoEdge Display, Intel Dual Core Celeron Processor, 4GB LPDDR4 RAM, 128GB Storage, Silver Color, C424MA-AS48F",14 Inches,,Celeron N4020,4 GB,128 GB,,,,$249.99 
Lenovo,"Lenovo ThinkPad E15 Gen 4 21ED003WUS 15.6"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 5625U Hexa-core (6 Core) 2.30 GHz - 8 GB Total RAM - 8 GB On-Board Memory - 256 GB SSD - Mineral Metallic",15.6 Inches,‎1920 x 1080 Pixels,Ryzen 5,8 GB,256 GB,‎AMD Radeon Graphics,‎Windows 11,‎5.95 pounds,$664.33 
HP,"HP EliteBook 840 G9 14"" Notebook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1265U Deca-core (10 Core) - 32 GB Total RAM - 512 GB SSD",14 Inches,‎1920 x 1200 Pixels,Core i7,32 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎4.97 pounds,"$2,077.99 "
HP,"HP Stream 14-Inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode With Office 365 Personal For 1 Year (14-cb188nr, Rose Pink)",14 Inches,‎1920 x 1080 Pixels,Celeron,4 GB,64 GB,‎Intel UHD Graphics 600,‎Windows 10 Home,‎3.17 pounds,$248.99 
HP,"2020 HP Pavilion 15.6"" FHD 1920 x 1080 Laptop AMD Ryzen 5 4500U 8GB SDRAM 512GB SSD Windows 10 Horizon Blue",15.6 Inches,‎1920 x 1080 Pixels,Ryzen 5 4500U,8 GB,512 GB,‎AMD Radeon Graphics,‎Windows 10,‎3.73 pounds,$529.99 
ASUS,"ASUS Vivobook 17X Laptop, 17.3” FHD Display, Intel Core i9-13900H CPU, 16GB RAM, 1TB SSD, Windows 11 Home, Indie Black, K3704VA-DS96",17.3 Inches,‎1920 x 1080 Pixels,Core i9,16 GB,1 TB,‎Intel Iris,‎Windows 11 Home,‎7.04 pounds,$999.99 
HP,"HP Stream 11.6-inch HD Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (11-ak0020nr, Diamond White)",11.6 Inches,‎1920 x 1080 Pixels,Celeron,4 GB,32 GB,‎Intel UHD Graphics 600,‎Windows 10 Home,‎2.37 pounds,
Gateway,"Gateway 15.6"" FHD Ultra Slim Laptop Computer, Quad-Core AMD Ryzen 5 3450U up to 3.5GHz (Beat i5-8365U), 16GB DDR4 RAM, 256GB SSD, Fingerprint Scanner, Windows 10, BROAGE 64GB Flash Drive, Black",15.6 Inches,‎1920x1080,Ryzen 7,8 GB,512 GB,‎AMD Raedon RX Vega 10 Graphics,‎Windows 11,‎4 pounds,From $199.00
Lenovo,"Lenovo IdeaPad 3 15.6"" HD Touchscreen Anti-glare LED-Backlit Laptop, Intel Quad Core i5-1035G1, 12GB DDR4, 1TB HDD, 4-in-1 Card Reader, Webcam, Bluetooth, Wi-Fi 6, HDMI, Windows 10 w/ 32GB Flash Drive",15.6 Inches,‎1366x768 Pixels,Core i5-1035G1,4 GB,‎1 TB HDD,‎Intel UHD Graphics,‎Windows 10 Home,‎3.5 pounds,From $329.00
HP,"2022 HP Envy X360 15.6"" FHD IPS Touchscreen 2-in-1 Laptop Intel EVO Platform i7-1255U 10-Core Iris Xe Graphics 32GB DDR4 2TB SSD Thunderbolt 4 WiFi 6E Backlit KB Windows 10 Pro with 32GB USB Drive",15.6 Inches,‎1920 x 1080 Pixels,Core i7 Family,32 GB,2 TB,‎Intel Iris Xe Graphics,‎Windows 10 Pro,‎3.78 pounds,
HP,HP - Pavilion x360 2-in-1 11.6inch Touch-Screen Laptop - Intel Pentium Silver - 4GB Memory - 128GB SSD - Natural Silver 11-11.99 inches,11.6 Inches,‎1366 x 768 Pixels,Pentium N5000,4 GB,128 GB,‎Intel UHD Graphics 605,‎Windows 10 Home,‎4.05 pounds,$407.87 
Lenovo,"Lenovo ThinkPad T14 Gen 3 21CF000DUS 14"" Touchscreen Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 7 PRO 6850U 2.70 GHz - 16 GB Total RAM - 512 GB SSD",14 Inches,‎1920 x 1200 Pixels,Ryzen 7,16 GB,512 GB,‎AMD Radeon 680M,‎Windows 11 Pro,‎5.05 pounds,
Acer,"Acer Predator Helios 300 Gaming Laptop, Intel Core i7-9750H, GeForce RTX 2060, 15.6"" Full HD 144Hz Display, 3ms Response Time, 16GB DDR4, 512GB PCIe NVMe SSD, RGB Backlit Keyboard, PH315-52-75DE,Black",15.6 Inches,‎1920 x 1080,Intel Core i7,16 GB,512 GB,‎NVIDIA GeForce RTX 2060,‎Windows 10 Home,‎5.06 pounds,"$1,264.99 "
Lenovo,"Lenovo ThinkPad X1 Carbon Gen 10 21CB000CUS 14"" Touchscreen Notebook - WUXGA - 1920 x 1200 - Intel Core i7 i7-1260P Dodeca-core (12 Core) - 16 GB Total RAM - 512 GB SSD - Black Paint",14 Inches,‎1920 x 1200 Pixels,Core i7,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11,‎1 pounds,"$1,914.60 "
HP,"HP [Windows 11 Pro] 15 15.6'' Full HD Laptop, AMD 6-Core Ryzen 5 5500U (Beat i7-1160G7), 16GB RAM 512GB PCIe SSD, Wi-Fi 5, Bluetooth 4.2, HDMI, 9.5 Hours Battery Life, Spruce Blue",15.6 Inches,‎1920 x 1080 Pixels,Ryzen 5,16 GB,512 GB,‎AMD Radeon,‎Windows 11 Pro,‎4.79 pounds,$584.99 
ASUS,"ASUS Laptop VivoBook V551LB-DB71T Intel Core i7 4500U (1.80 GHz) 8 GB Memory 1 TB HDD NVIDIA GeForce GT 740M 15.6"" Touchscreen Windows 8 64-Bit [Discontinued By Manufacturer]",15 Inches,‎1366x768,Core i7,‎8 GB SO-DIMM,1 TB,‎NVIDIA GeForce GT 740M,‎Windows 8,‎4.8 pounds,
Dell,Dell Latitude D610 Laptop CD-RW/ DVD Wireless Computer,14.1 Inches,‎1400 x 1050 Pixels,Pentium,2 GB,40 GB,‎ATI Mobility Radeon X300,‎Windows XP;,‎5 pounds,
Acer,"Acer Aspire 5 A515-46-R14K Slim Laptop | 15.6"" Full HD IPS | AMD Ryzen 3 3350U Quad-Core Mobile Processor | 4GB DDR4 | 128GB NVMe SSD | WiFi 6 | Backlit KB | Amazon Alexa | Windows 10 Home (S mode)",15.6 Inches,‎1920 x 1080 Pixels,Ryzen 3 3350U,4 GB,128 GB,‎AMD Radeon Vega 6,‎Windows 10 Home,‎3.97 pounds,$340.00 
HP,"HP Newest Envy 2-in-1 Laptop 15.6 inch FHD Touchscreen, 8-Core AMD Ryzen 7 5700U, Radeon Graphics, 16GB DDR4 1TB NVMe SSD, WI-FI 6, Win 11 Pro, Fingerprint, Backlit KB, COU 32GB USB Drive",15.6 Inches,‎1920 x 1080 Pixels,Ryzen 7,16 GB,1 TB,‎AMD Radeon Graphics,‎Windows 11 Pro,‎4.41 pounds,
Acer,"Acer Predator Triton 500 SE Gaming/Creator Laptop | 12th Gen Intel i9-12900H | GeForce RTX 3080 Ti | 16"" WQXGA 240Hz G-SYNC Display | 32GB LPDDR5 | 1TB Gen 4x4 SSD | Killer Wi-Fi 6E | PT516-52s-99EL",16 Inches,‎2560 x 1600,Core i9,32 GB,1 TB,,‎Windows 11 Home,‎5.29 pounds,Unavailable
Gateway,"Gateway 14.1"" Ultra Slim Notebook, FHD Touchscreen, Intel Core i7-1255U, 8GB RAM, 512GB SSD, Fingerprint Scanner, Tuned by THX Audio, 2MP Camera, HDMI, Windows 11, Black",14.1 Inches,‎1920 x 1080 Pixels,Core i7,8 GB,512 GB,,‎Windows 11,‎3.74 pounds,
Microsoft,"Microsoft Surface Laptop Studio 14.4-inch Touchscreen, 512GB SSD, i7, 16GB RAM with Windows 10 Pro (Core i7-11370H, Wi-Fi, GeForce RTX 3050 Ti, Latest Model) Platinum, ABR-00026",,,,16 GB,512 GB,‎NVIDIA GeForce RTX 3050 Ti,‎Windows 10 Pro,‎6.6 pounds,"$1,839.62 "
Dell,"Dell XPS 15 7590 FHD Laptop PC Intel Core i7-9750H Processor, 32GB Ram, 1TB NVMe SSD, Thunderbolt NVIDIA GeForce GTX 1650 4GB GDDR5, Windows 10 (Renewed)",15.6 Inches,‎1920x1080 Pixels,Core i7,32 GB,1 TB,‎NVIDIA Quadro GTX 1650 4GB GDDR5,‎Windows 10 Pro,‎4.6 pounds,"$1,089.00 "
Dell,"Dell Alienware m15 R7 Gaming Laptop (2022) | 15.6"" FHD | Core i9-1TB SSD - 32GB RAM - RTX 3080 | 14 Cores @ 5 GHz - 12th Gen CPU - 10GB GDDR6X Win 11 Home",15.6 Inches,‎1920x1080 MP,Core i9,32 GB,1000 GB,‎NVIDIA GeForce RTX 3080,‎Windows 11 Home,‎8 pounds,
Dell,"Dell Latitude 7310 13.3"" Notebook - Full HD - 1920 x 1080 - Core i5 i5-10310U 10th Gen 1.7GHz Hexa-core (6 Core) - 8GB RAM - 256GB SSD",13.3 Inches,‎1920 x 1080 Pixels,Intel Core i5,8 GB,256 GB,,‎Windows 10 Pro,‎4.5 pounds,$850.00 
HP,"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",15.6 Inches,‎1366 x 768 Pixels,Pentium N5000,16 GB,1 TB,‎Intel UHD Graphics,‎Windows 11,‎5.29 pounds,$499.00 
Lenovo,"Lenovo ThinkBook 14 G4 IAP 21DH00DEUS 14"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 1.30 GHz - 16 GB Total RAM - 8 GB On-Board Memory - 256 GB",14 Inches,‎1920 x 1080 Pixels,Core i5,16 GB,256 GB,‎Intel Iris Xe Graphics,‎Windows 11,‎4.55 pounds,
HP,"HP ENVY x360 Convertible 15-inch Laptop, AMD Ryzen 7 5825U processor, AMD Radeon Graphics, 8 GB RAM, 512 GB SSD, Windows 11 Home (15-eu1026nr, Nightfall black aluminum)",15 Inches,‎1920 x 1080 Pixels,AMD Ryzen 7,8 GB,512 GB,‎AMD Radeon,‎Windows 11 Home,‎4.11 pounds,$694.90 
Lenovo,"2022 Lenovo IdeaPad 5i Laptop 15.6'' FHD IPS Touchscreen 12th Intel i7-1255U 10-Core NVDIA MX550 16GB DDR4 512GB SSD WiFi 6 Backlit KB Windows 11 Pro w/ RATZK 32GB USB, 82SF000BUS, Stone Blue",15.6 Inches,‎1920 x 1080 Pixels,Core i7 Family,16 GB,512 GB,‎NVIDIA GeForce MX550 2GB,‎Windows 11 Pro,‎7 pounds,
Lenovo,"Lenovo ThinkPad P50 20En 15.6"" Notebook, 16 GB RAM, 256 GB SSD, NVIDIA Quadro M2000M, Black (20EN001SUS)",15.6 Inches,‎1920 x 1080 Pixels,,16 GB,256 GB,‎NVIDIA Quadro M2000M,‎Windows 7 Professional,‎5.9 pounds,"$1,299.00 "
ASUS,Asus X205TA-HATM0103 11.6 inch Notebook 2GB RAM 32GB,11.6 Inches,,Atom,2 GB,32 GB,‎Intel HD Graphics,‎Windows 8,‎3 pounds,From $123.00
ASUS,"ASUS VivoBook Pro 16X OLED Slim Laptop, 16"" 4K 16:10 Display, AMD Ryzen 9 6900H CPU, NVIDIA GeForce RTX 3050 Ti, 32GB RAM, 1TB SSD, Windows 11 Home, 0°Black, M7600RE-XB99,Gray",16 Inches,‎3840x2400 Pixels,Ryzen 9,32 GB,1 TB,‎NVIDIA GeForce RTX 3050 Ti,‎Windows 11 Home,‎4.41 pounds,"$1,499.99 "
HP,"HP 14-dq0032dx 14"" HD Notebook Computer, Intel Celeron N4020 1.1GHz, 4GB RAM, 64GB eMMC Flash Memory, Windows 11 Home S Mode, Snowflake White",14 Inches,‎1366 x 768 Pixels,Celeron,4 GB,64 GB,,‎Windows 11 Home,‎3.3 pounds,From $208.95
Dell,Dell Latitude E5520 15.6 LED Notebook Intel Core i5 i5-2520M 2.50 GHz 4GB DDR3 320GB HDD DVD-Writer Intel HD 3000 Graphics Bluetooth Windows 7 Professional 64-bit,15.6 Inches,‎1366 x 768 Pixels,Core i5,‎4 GB DDR3,320 GB,‎Intel HD Graphics 3000,‎Windows 7,‎9.65 pounds,From $95.00
Dell,"Dell Latitude 7000 7320 Detachable 2-in-1 (2021) | 13"" FHD+ Touch | Core i7-256GB SSD - 16GB RAM | 4 Cores @ 4.6 GHz - 11th Gen CPU Win 11 Pro",13 Inches,‎1920x1280 MP,Core i7,16 GB,256 GB,‎Intel Integrated Graphics,‎Windows 11 Pro,‎1.7 pounds,"From $1,029.99"
Lenovo,"Lenovo M90S G3 SFF,W10P,I5,16GB,256GB,3YR",,,Core i7-10700T,16 GB,‎256 GB SSD,‎Intel UHD Graphics 770,‎Windows 11,‎14.45 pounds,
ASUS,"ASUS ZenBook Duo 14 UX482 14” FHD Touch Display, Intel Evo Platform, Core i7-1195G7, 8GB RAM, 512GB PCIe SSD, ScreenPad Plus, Windows 10 Home, Wifi 6E, Celestial Blue, UX482EAR-DB71T",14 Inches,‎1920 x 1080 Pixels,Intel Core i7,8 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 10 Home,‎3.64 pounds,$999.00 
Dell,"Dell Newest Inspiron 7620 2-in-1 Laptop, 16"" FHD+ Touch Display, 12th Gen Intel Core i7-1260P, 16GB DDR4 RAM, 512GB PCIe SSD, FHD Webcam, HDMI, Backlit KB, FP Reader, Wi-Fi 6, Windows 11 Home, Silver",16 Inches,‎1920 x 1200 Pixels,Core i7 Family,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11 Home,‎6.59 pounds,"$1,158.99 "
Acer,Acer Aspire 5 15.6-inch FHD(1920x1080) IPS Laptop | AMD 6-Core Ryzen 5 5500U Processor | Backlit Key | WiFi 6 | RJ-45 | 16GB DDR4 Memery | 512GB SSD+1TB HDD Storage | Win11 Home,15.6 Inches,‎1920x1080 Pixels,Ryzen 5,16 GB,512 GB,‎Radeon Graphics,‎Windows 11 Home,‎7 pounds,
Lenovo,Lenovo ThinkPad T14 Gen 2 20XK0013US 14 Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 PRO 5650U Hexa-core [6 Core] 2.30 GHz - 8 GB Total RAM - 8 GB On-Board Memory - 256 GB SSD,14 Inches,‎1920 x 1080 Pixels,1.2GHz Cortex A9 Processor,8 GB,‎SSD,‎AMD Radeon R5,‎Windows 10 Home,‎5 pounds,
ASUS,2022 ASUS R565EA VivoBook Laptop 15.6” FHD Touchscreen Intel 11th Gen Dual-Core i3-1115G4 20GB DDR4 RAM 512GB PCIe SSD HDMI WIFI AC BT Backlit Keyboard Fingerprint USB C Windows 11 Pro w/ RE USB Drive,15.6 Inches,‎1920 x 1080 Pixels,Core i3 Family,8 GB,512 GB,‎AMD Radeon Graphics,‎Windows 11 Pro,‎3.97 pounds,
HP,"HP 17.3"" Full HD Laptop, AMD Ryzen 5 5500U (Beat i5-10500), 8GB RAM, 256GB NVMe SSD, USB-C, Fingerprint, HDMI, Webcam, WiFi, Windows 10 Home in S Mode, Natural Silver",17.3 Inches,‎1920x1080 Pixels,Ryzen 5,8 GB,256 GB,‎AMD Radeon Integrated Graphics,‎Windows 10,‎5.6 pounds,$434.61 
Dell,"Dell 8JW2G Latitude 5490 Notebook with Intel i5-8350U, 8GB 256GB SSD, 14""",14 Inches,‎1920x1080 Pixels,Core i5,8 GB,256 GB,‎Intel UHD Graphics 620,‎Windows 10 Pro,‎3.5 pounds,$328.99 
HP,"HP EliteBook 840 G10 14"" WUXGA Notebook Computer, Intel Core i5-1335U 1.3GHz, 16GB RAM, 256GB SSD, Windows 11 Pro, Wolf Pro Security Edition",,‎1920 x 1200 Pixels,,16 GB,,,‎Windows 10,‎3 pounds,
HP,"HP Pro x360 Fortis G10 11.6"" Touchscreen Notebook - HD - 1366 x 768 - Intel Core i5 12th Gen i5-1230U Deca-core (10 Core) - 8 GB Total RAM - 8 GB On-Board Memory - 256 GB SSD",11.6 Inches,‎1366 x 768 Pixels,Core i5,8 GB,256 GB,‎Intel Iris Xe Graphics,‎Windows 10 Pro,‎4.6 pounds,$949.00 
Dell,"Dell 2023 G15 15.6"" 120Hz FHD Gaming Laptop 8-Core Intel i7-11800H 32GB DDR4 1TB NVMe SSD NVIDIA GeForce RTX 3050 4GB GDDR6 Webcam HDMI2.1 WiFi AX BT RJ-45 USB-C Backlit Keyboard Windows 11 Pro",15.6 Inches,‎1920x1080 Pixels,Core i7 Family,32 GB,1 TB,‎NVIDIA GeForce RTX 3050,‎Windows 11 Pro,‎5.37 pounds,"$1,349.99 "
Lenovo,"Lenovo ThinkPad T14 Gen 2 20W0014XUS 14"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-1165G7 Quad-core (4 Core) 2.80 GHz - 16 GB Total RAM - 8 GB On-Board Memory - 512 GB",14 Inches,‎1920 x 1080 Pixels,Core i7,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11,‎6 pounds,"$1,135.11 "
Lenovo,"Lenovo ThinkBook 21DJ0061US 15.6"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1240P - 16 GB Total RAM - 512 GB SSD",15.6 Inches,‎1920 x 1080 Pixels,Core i5,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎5.84 pounds,$936.55 
Lenovo,"Lenovo 2022 Newest IdeaPad 3, 14 Inch FHD Laptop, Intel Core i7 1165G7 Processor, 20GB RAM, 1TB SSD, Intel Iris X Graphics, Wi-Fi 6, Bluetooth, Windows 11 Home, Bundle with JAWFOAL",14 Inches,‎1920 x 1080 Pixels,Intel Core i7-1165G7,20 GB,1 TB,‎Intel Iris Xe Graphics,‎Windows 11 Home,‎4.55 pounds,From $609.99
Lenovo,"Lenovo Flex 3-1130 2 in 1 Touch-Screen Laptop 11.6"" (Intel Celeron N3050 1.60 / 2.16GHz, 4GB Memory, 500GB Hard Drive, Black)",11.6 Inches,‎1366 x 768 (HD),Celeron N3050,4 GB,500 GB,‎Intel HD Graphics,‎Windows 10 Home,‎3.06 pounds,$460.00 
Microsoft,"Microsoft Surface Go 3 - 10.5"" Touchscreen - Intel® Pentium® Gold - 8GB Memory - 128GB SSD - Device Only - Black (Latest Model)",10.51 Inches,‎1920 x 1280 Pixels,‎1.1 GHz pentium,,‎128 GB,,‎Windows 11,‎1.2 pounds,From $310.07
ASUS,"ASUS ZenBook Pro Duo 15 OLED UX582 Laptop, 15.6” 4K Touch Display, Intel Core i9-12900H, 32GB RAM, 1TB SSD, GeForce RTX 3070 Ti, ScreenPad Plus, Windows 11 Pro, Celestial Blue, UX582ZW-XB99T",15.6 Inches,‎3840x2160 Pixels,Core i9,32 GB,1 TB,‎NVIDIA GeForce RTX 3070 Ti,‎Windows 11 Pro,‎5.16 pounds,"$3,274.22 "
Lenovo,"Lenovo ThinkPad T14 Gen 2 20XK00BFUS 14"" Touchscreen Notebook - Full HD - 1920 x 1080 - AMD Ryzen 7 PRO 5850U Octa-core (8 Core) 1.90 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 512 GB SSD -",14 Inches,‎1920 x 1080 Pixels,Ryzen 7,16 GB,512 GB,‎AMD Radeon Graphics,‎Windows 11,‎5.1 pounds,$970.22 
HP,"HP Newest 15.6 FHD IPS Flagship Laptop, 11th Gen Intel 4-Core i5-1135G7(Up to 4.2GHz, Beat i7-1060G7), 16GB RAM, 256GB PCIe SSD, Iris Xe Graphics, Bluetooth, WiFi, Win11,w/ELMTech Accessories",15.58,‎1920 x 1080 Pixels,Core i5,16 GB,256 GB,‎Intel Iris Xe Graphics,‎Windows 11,‎5 pounds,
HP,"2022 HP High Performance Business Laptop - 17.3"" HD+ LCD - AMD Athlon Silver 3050U - Radeon Graphics - 16GB DDR4 - 512GB SSD - USB-C - Fullsize Keyboard- Windows 11 Pro w/ 32GB USB",17.3 Inches,‎1600 x 900 Pixels,Athlon X2 4050E,16 GB,512 GB,‎AMD Radeon Graphics,‎Windows 11 Pro,‎8 pounds,
Lenovo,"Lenovo IdeaPad 3 11 Chromebook Laptop,11.6"" HD Display,Intel Celeron N4020, 4GB RAM, 64GB Storage, UHD Graphics 600, Chrome OS, Onyx Black",11.6 Inches,‎1366 x 768 Pixels,Celeron N4020,4 GB,64 GB,‎Intel Integrated Graphics,‎Chrome OS,‎2.42 pounds,From $84.00
ONN,"ONN 100002434 2-in-1 13.3"" FHD Touchscreen i3-8145U 2.1GHz 4GB RAM 128GB SSD Win 10 S Grey",13.3 Inches,‎1920 x 1080,‎2.1 GHz,4 GB,128 GB,,‎Windows 10 S,‎3.3 pounds,$159.99 
Acer,"Acer Chromebook 514 Laptop | 14"" FHD Display | MediaTek Kompanio 828 Octa-Core Processor | 8GB RAM | 64GB eMMC | Wi-Fi 6 | Backlit KB | Chrome OS | Up to 15 Hours Battery Life | CB514-2H-K7GF",14 Inches,‎1920 x 1080,‎2.6 GHz,8 GB,64 GB,,‎Chrome OS,‎2.87 pounds,$380.20 
Dell,"Dell 2022 Newest Inspiron 5510 Business Laptop, 15.6"" FHD Screen, Intel Core i7-11390H, 64GB RAM, 2TB SSD, Webcam, Backlit Keyboard, HDMI, Wi-Fi 6, Fingerprint, Win 11 Pro",15.6 Inches,‎1920 x 1080 Pixels,Core i7 Family,64 GB,2 TB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎6 pounds,
ASUS,"2021 ASUS ROG Zephyrus 15.6"" QHD 165Hz Gaming Laptop Computer, AMD Ryzen 9-5900HS(Beats Intel i7-11800H), 40GB RAM, 2TB PCIe SSD, Backlit Keyboard, GeForce RTX 3070 Graphics, Win 11, Grey, 32GB USB",15.6 Inches,‎2560 x 1440 Pixels,Ryzen 9,40 GB,2 TB,‎NVIDIA GeForce RTX 3070 Graphics,‎Windows 10,‎4.21 pounds,"$1,879.99 "
Dell,"Dell Precision M5520 Workstation Laptop (2017) | 15.6'' 4K Touch | Core i7 - 1TB SSD - 32GB RAM - Quadro M1200 | 4 Cores @ 3.9 GHz Win 10 Pro, Black",15.6 Inches,‎3840x2160 MP,Core i7,32 GB,1000 GB,‎NVIDIA Quadro M1200,‎Windows 10 Pro,‎8 pounds,
ASUS,ASUS - B5602FBN-XVE75T ExpertBook B5 Flip B5602F B5602FBN-XVE75T 16 Convertible 2 in 1 Notebook - Intel Core i7 12th Gen i7-1260P - 16 GB Total RAM - 1 TB SSD - Intel Chip - Windows 11 Pro -,16 Inches,,,16 GB,1 TB,,‎Windows 11 Pro,‎3.74 pounds,
ASUS,ASUS 2023 ROG Strix G16 16” 165Hz FHD+ Gaming Laptop PC 13th Intel 14-Core i7-13650HX 32GB DDR5 2TB SSD NVIDIA GeForce RTX 4060 8GB WiFi 6E RJ45 Thunderbolt4 HDMI2.1 RGB KB Windows 11 Pro w/RE USB,15.6 Inches,‎1920x1080 Pixels,Core i7,32 GB,2 TB,‎NVIDIA GeForce RTX 4060,‎Windows 11 Pro,‎10 pounds,"$2,289.99 "
MSI,"MSI GE76 Raider 17.3"" 360Hz Gaming Laptop Intel Core i7-11800H RTX3070 32GB 1TB NVMe SSD Win11 - Blue (11UG-1048)",17.3 Inches,‎1920 x 1080 Pixels,Core i7,32 GB,1 TB,‎NVIDIA GeForce RTX 3070,‎Windows 11 Home,‎11.43 pounds,
Lenovo,"2022 Lenovo IdeaPad 5 Laptop 15.6"" FHD IPS Touchscreen AMD Ryzen 7 5825U 8-Core Radeon Graphics 16GB DDR4 2TB SSD WiFi 6 Fingerprint Sensor Backlit Keyboard Windows 11 Pro w/ RATZK 32GB USB",15.6 Inches,‎1920 x 1080 Pixels,Ryzen 7,12 GB,2 TB,‎AMD Radeon Graphics,‎Windows 11 Pro,‎7 pounds,
HP,"2016 HP 15.6"" Touchscreen High Performance Laptop, AMD A10-9600P Quad-Core 2.4GHz, 6GB RAM, 1TB HDD, DVD+/-RW, Webcam, WIFI, HDMI, Radeon R5 Graphics, Windows 10",15.6 Inches,‎1366 x 768,AMD A Series,6 GB,1 TB,‎AMD Radeon R5,‎Windows 10,‎4.72 pounds,
Dell,"Dell Newest Inspiron 16 Plus 7610 Laptop, 16"" 3K Display, Intel Core i7-11800H, GeForce RTX 3060, 64GB RAM, 2TB SSD, Webcam, Backlit KB, WiFi 6, HDMI, FP Reader, Thunderbolt 4, Windows 11 Home",16 Inches,‎3072x1920 Pixels,Core i7 Family,64 GB,2 TB,‎RTX 3060,‎Windows 11,‎8 pounds,
Dell,"Dell Latitude 5000 5520 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1145G7 Quad-core (4 Core) 2.60 GHz - 8 GB Total RAM - 256 GB SSD - Titan Gray",15.6 Inches,‎1920 x 1080 Pixels,Core i5,8 GB,256 GB,‎Intel Iris Xe Graphics,‎Windows 10 Pro,‎3.51 pounds,"$1,390.13 "
