Company,Name,Inches,Screen_Resolution,CPU,RAM,Memory,GPU,OpSys,Weights,Price
HP,"HP 250 G8 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 16 GB Total RAM - 256 GB SSD - Dark Ash Silver - Intel Chip - Windows 11 Pro - In","15.6""",1920 x 1080,Intel Core i5,16GB,256 GB,Intel Iris Xe Graphics,Windows 11 Pro,3.8400 lb,$897.99 
HP,"HP EliteBook 650 G10 15.6"" Touchscreen Notebook - Intel Core i7 13th Gen i7-1355U Deca-core (10 Core) 1.70 GHz - 16 GB RAM - 256 GB SSD - Windows 11 Pro - Intel Iris Xe Graphics  7Z5F3UT#ABA","15.6""",1920 x 1080,Intel Core i7 13th Gen,16GB,256 GB,Intel Iris Xe Graphics,Windows 11 Pro,"Height:   0.78""Width:   14.1""Depth:   9.2""","$1,315.99 "
HP,"HP ZBook Power G9 15.6"" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-12700H Tetradeca-core (14 Core) - 16 GB Total RAM - 512 GB SSD - Intel Chip - Windows 11 Pro - NVIDI","15.6""",1920 x 1080,Intel Core i7 12th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,,"$2,039.99 "
HP,"HP Laptop ProBook 450 G9 Intel Core i3 12th Gen 1215U (1.20GHz) 8GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 15.6"" Windows 10 Pro (available through DG rights from Windows 11 Pro) 687P7UT#ABA","15.6""",1920 x 1080,Intel Core i3 12th Gen,8GB,256 GB PCIe,Intel Iris Xe Graphics,Windows 10 Pro (available through DG rights from Windows 11 Pro),3.83 lbs.,$778.99 
Lenovo,"Lenovo ThinkPad P16s Gen 1 21CK001QUS 16"" Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 7 PRO 6850U Octa-core (8 Core) 2.70 GHz - 32 GB Total RAM - 1 TB SSD - Black - Windows 11 Pro - AMD Radeon 680","16.0""",1920 x 1200,AMD Ryzen 7 6000 Series,32GB,1 TB,,Windows 11 Pro,,"$2,341.99 "
HP,"HP EliteBook 655 G9 15.6"" Touchscreen Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 PRO 5675U Hexa-core (6 Core) 2.30 GHz - 16 GB Total RAM - 512 GB SSD - Windows 10 Pro - AMD Radeon Graphics -","15.6""",1920 x 1080,AMD Ryzen 5 5000 Series,16GB,512 GB,AMD Radeon Graphics,Windows 10 Pro,,"$1,260.99 "
HP,"HP ZBook Power G9 15.6"" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-12800H Tetradeca-core (14 Core) - 16 GB Total RAM - 512 GB SSD - Windows 11 Pro - NVIDIA T600 with 4","15.6""",1920 x 1080,Intel Core i7 12th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,,"$2,321.99 "
Microsoft,"Microsoft Surface Laptop 5 Intel Core i7 12th Gen 16GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 15.0"" Touchscreen Windows 10 Pro Surface Laptop 5","15.0""",2496 x 1664,Intel Core i7 12th Gen,16GB,512 GB PCIe,Intel Iris Xe Graphics,Windows 10 Pro,3.44 lb,"$1,849.99 "
Microsoft,"Microsoft Surface Laptop 5 15"" Touchscreen Notebook - Pixel Sense 2496 x 1664 - Intel Core i7 12th Gen i7-1265U - Intel Evo Platform - 8 GB RAM - 256 GB SSD - Platinum - Windows 10 Pro","15.0""",2496 x 1664,Intel Core i7 12th Gen,8GB,256 GB,Intel Iris Xe Graphics,Windows 10 Pro,3.44 lb,"$1,417.99 "
Microsoft,"Microsoft Surface Laptop 5 13.5"" Touchscreen Notebook - Intel Core i7 12th Gen i7-1265U - Intel Evo Platform - 32 GB Total RAM - 1 TB SSD - Windows 11 Pro - Intel Iris Xe Graphics - Matte Black VT3-00","13.5""",2256 x 1504,Intel Core i7 12th Gen,32GB,1 TB,Intel Iris Xe Graphics,Windows 11 Pro,2.86 lb,"$2,319.99 "
Acer,"Acer 16"" TravelMate Notebook AMD Ryzen 5 Pro 6650U 16GB Memory 512 GB SSD AMD Radeon 660M Windows 11 Pro","16.0""",1920 x 1200,AMD Ryzen 5 6000 Series,16GB,512 GB PCIe,AMD Radeon 660M,Windows 11 Pro,3.7 LB,"$1,050.99 "
Acer,"Acer Laptop TravelMate P2 (AMD) AMD Ryzen 7 PRO 5850U (1.90GHz) 8GB Memory 256 GB PCIe SSD AMD Radeon Graphics 15.6"" Windows 10 Pro 64-bit TMP215-41-G2-R32H","15.6""",1920 x 1080,AMD Ryzen 7 PRO,8GB,256 GB PCIe,AMD Radeon Graphics,Windows 10 Pro 64-bit,3.97 lbs.,$779.99 
HP,"HP Notebook EliteBook 860 G10 Intel Core i5-1345U (13th Gen) 16GB Memory 512GB M.2 SSD Intel Iris Xe Graphics 16.0"" Windows 11 Pro","16.0""",1920 x 1200,Intel Core i5 13th Gen,16GB,512GB M.2 SSD,Intel Iris Xe Graphics,Windows 11 Pro,3.81 lb,"$1,799.99 "
HP,"HP Notebook 14"" EliteBook 840 G10 Intel Core i5-1335U (13th Gen) - 16GB RAM  - 256GB SSD - Iris Xe Graphics - Windows 11 Pro","14.0""",,Intel Core i5 13th Gen,16GB,256 GB,Intel Iris Xe Graphics,Windows 11 Pro,,"$1,629.99 "
HP,"HP Notebook 14"" EliteBook 840 G10 Intel Core i5-1345U (13th Gen) - 16GB RAM  - 512GB M.2 - Iris Xe Graphics - Windows 11 Pro","14.0""",,,16GB,512GB M.2 & 32GB eMMC,Intel Iris Xe Graphics,Windows 11 Pro,,"$1,839.99 "
Dynabook,"Dynabook Laptop Tecra Intel Core i7 11th Gen 1165G7 (2.80GHz) 16GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Windows 10 Pro 64-bit A40J","14.0""",1920 x 1080,Intel Core i7 11th Gen,16GB,512 GB PCIe,Intel Iris Xe Graphics,Windows 10 Pro 64-bit,3.20 lbs.,"$1,235.99 "
HP,"HP Notebook EliteBook 840 G10 Touch Screen Intel Core i5 13th Gen 16GB Memory 512 GB SSD Intel Iris Xe Graphics 14.0"" Windows 11 Pro","14.0""",1920 x 1200,Intel Core i5 13th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,,"$1,789.99 "
,"ThinkPad T14 G3, Intel Core i7-1260P vPro Windows 10 Pro Windows 11 Pro 64 16.0GB, 1x512GB SSD","14.0""",,Intel Core i7 12th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,,"$1,672.99 "
HP,"HP Elite x360 830 G10 13.3"" Notebook - WUXGA - Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) - Intel Evo Platform - 16 GB RAM - 256 GB SSD - Windows 11 Pro - Intel Iris Xe Graphics  7Y379UT#ABA","13.3""",1920 x 1200,Intel Core i7 13th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,5 pounds,"$1,562.00 "
HP,"HP EliteBook 630 G10 13.3"" Notebook - Full HD 1920 x 1080 - Intel Core i3 13th Gen i3-1315U Hexa-core (6 Core) - 8 GB RAM - 256 GB SSD - Windows 11 Pro - Intel UHD Graphics  7Z190UT#ABA","13.3""",,Intel Core i3 13th Gen,8GB,256 GB,Intel UHD Graphics,Windows 11 Pro,2.69 lb,$956.99 
HP,"HP Notebook ZBook Firefly G10 16"" Intel Core i7 13th Gen 16GB Memory 512 GB SSD Intel Iris Xe Graphics 16.0"" Windows 11 Pro Touchscreen Laptop","16.0""",1920 x 1200,Intel Core i7 13th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,3.88lb,"$2,169.99 "
,"Dell Latitude 5000 5521 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-11500H Hexa-core (6 Core) - 8 GB Total RAM - 256 GB SSD - Intel WM590 Chip - Windows 10 Pro - Intel UHD","15.6""",1920 x 1080,Intel Core i5 11th Gen,8GB,256 GB,Intel UHD Graphics,Windows 10 Pro,,"$1,502.99 "
HP,"HP EliteBook x360 830 G10 13.3"" Notebook - WUXGA - Intel Core i7 13th Gen i7-1355U Deca-core (10 Core) - Intel Evo Platform - 16 GB RAM - 256 GB SSD - Windows 11 Pro  7Y3E2UT#ABA","13.3""",1920 x 1200,Intel Core i7 13th Gen,16GB,256 GB,Intel Iris Xe Graphics,Windows 11 Pro,5 pounds,"$1,732.99 "
HP,"HP EliteBook 860 G10 16"" Notebook - WUXGA - Intel Core i5 13th Gen i5-1340P Dodeca-core (12 Core) - 16 GB RAM - 256 GB SSD - Windows 11 Pro  7Y373UT#ABA","16.0""",1920 x 1200,Intel Core i5 13th Gen,16GB,256 GB,,Windows 11 Pro,6.65 pounds,"$1,637.99 "
HP,"HP Notebook ZBook Touchscreen Intel Core i7 13th Gen 16GB Memory 512 GB SSD NVIDIA T550 Windows 11 Pro Firefly G10 16"" 1920 x 1200","16.0""",1920 x 1200,Intel Core i7 13th Gen,16GB,512 GB,NVIDIA T550,Windows 11 Pro,3.88 lb,"$2,025.99 "
HP,"HP EliteBook 840 G9 14"" Touchscreen Notebook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) - 16 GB Total RAM - 512 GB SSD - Windows 11 Pro - Intel Iris Xe Graphics -","14.0""",1920 x 1200,Intel Core i7 12th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,,"$1,615.99 "
HP,"HP 14"" ZBook Firefly 14 G10 Multi-Touch Mobile Workstation (i7-1360P, 16GB, 512GB SSD, Windows 11 Pro)","14.0""",,Intel i7-1360P,16GB,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,,"$1,816.99 "
Lenovo,"Lenovo Laptop ThinkPad X13s Gen 1 Qualcomm Snapdragon 8cx Gen 3 16GB Memory 256 GB PCIe SSD Adreno 690 13.3"" Touchscreen Windows 11 Pro 64 (on ARM) 21BX0014US","13.3""",1920 x 1200,Qualcomm Snapdragon 8cx Gen 3,16GB,256 GB PCIe,Adreno 690,Windows 11 Pro 64 (on ARM),2.35 lbs.,"$1,576.99 "
HP,"HP Laptop ProBook 445 G9 Wolf Pro Security Edition AMD Ryzen 7 5000 Series 5825U (2.00GHz) 32GB Memory 1 TB PCIe SSD AMD Radeon Graphics 14.0"" Windows 10 Pro (available through downgrade rights from Windows 11 Pro) 6K6X3UT#ABA","14.0""",1920 x 1080,AMD Ryzen 7 5000 Series,32GB,1 TB PCIe,AMD Radeon Graphics,Windows 10 Pro (available through downgrade rights from Windows 11 Pro),3.03 lbs.,"$1,294.99 "
HP,"HP EliteBook 865 G9 16"" Touchscreen Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 5 PRO 6650U Hexa-core (6 Core) - 16 GB Total RAM - 256 GB SSD - Windows 11 Pro - AMD Radeon 660M Graphics - In-plane","16.0""",1920 x 1200,AMD Ryzen 5 6000 Series,16GB,256 GB,,Windows 11 Pro,,"$1,445.99 "
HP,"HP Notebooks EliteBook 845 G9 Wolf Pro Security Edition AMD Ryzen 7 PRO 6850U (2.70GHz) 16GB Memory 512 GB PCIe SSD AMD Radeon 680M 14.0"" Windows 10 Pro 6H5D1UT#ABA","14.0""",1920 x 1200,AMD Ryzen 7 PRO,16GB,512 GB PCIe,AMD Radeon 680M,Windows 10 Pro,3.09 lbs.,"$1,596.99 "
Lenovo,"Lenovo ThinkBook 15p G2 ITH 21B1001JUS 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-11400H Hexa-core (6 Core) 2.70 GHz - 16 GB RAM - 512 GB SSD - Mineral Gray - Intel HM570","15.6""",1920 x 1080,,16GB,,,Windows 11 Pro,,"$1,061.99 "
Microsoft,"Microsoft Surface Laptop 5 13.5"" Touchscreen Notebook - Intel Core i7 12th Gen i7-1265U - Intel Evo Platform - 16 GB Total RAM - 256 GB SSD - Platinum -  Window 11 Pro RB1-00024","13.5""",2256 x 1504,Intel Core i7 12th Gen,16GB,256 GB,Intel Iris Xe Graphics,Windows 11 Pro,,"$1,645.99 "
Microsoft,"Microsoft Notebooks Surface Laptop 5 Intel Core i7 12th Gen 16GB Memory 512 GB SSD Intel Iris Xe Graphics 15.0"" Touchscreen Windows 10 Pro RIR-00024 Black","15.0""",2496 x 1664,Intel Core i7 12th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 10 Pro,3.44 lb,"$1,867.99 "
Microsoft,"Microsoft Surface Laptop 5 15"" PixelSense Touchscreen Notebook - Intel Core i7 12th Gen i7-1265U - 8 GB Total RAM - 256 GB SSD - Platinum - Windows 11 Pro RBZ-00001","15.0""",2496 x 1664,Intel Core i7 12th Gen,8GB,256 GB,Intel Iris Xe Graphics,Windows 11 Pro,3.44 lb,"$1,388.99 "
Microsoft,"Microsoft Surface Laptop 5 Intel Core i7 12th Gen, 32GB Memory, 1TB SSD, Intel Iris Xe Graphics, 15.0"" Touchscreen, Windows 11 Pro Business Notebook, Matte Black","15.0""",2496 x 1664,Intel Core i7 12th Gen,32GB,1 TB,Intel Iris Xe Graphics,Windows 11 Pro,3.44 lb,"$2,415.99 "
Lenovo,"Lenovo 21D6005QUS ThinkPad P16 G1 21D6005QUS 16"" Mobile Workstation - QHD - 2560 x 1600 - Intel Core i7 12th Gen i7-12800HX Hexadeca-core (16 Core) 2 GHz - 32 GB Total RAM - Storm Gray",No,2560 x 1600,,32GB,1 TB,NVIDIA RTX A2000,Windows 10 Pro,,"$2,896.99 "
HP,"HP Notebook EliteBook 860 G10 Intel Core i5-1335U (13th Gen) 8GB Memory 512GB M.2 SSD Intel Iris Xe Graphics 16"" Windows 11 Pro","16.0""",1920 x 1200,Intel Core i5 13th Gen,8GB,512GB M.2 SSD,Intel Iris Xe Graphics,Windows 11 Pro,3.81 lb,"$1,599.99 "
HP,"HP Notebook 14"" EliteBook 840 G10 Intel Core i7-1370P (13th Gen) - 16GB RAM  - 512GB M.2 - Iris Xe Graphics - Windows 11 Pro","14.0""",,Intel Core i7 13th Gen,16GB,512GB M.2 & 32GB eMMC,Intel Iris Xe Graphics,Windows 11 Pro,,"$2,139.99 "
Lenovo,"Lenovo ThinkPad T16 Gen 1 21BV0097US 16"" Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 16 GB Total RAM - 8 GB On-board Memory - 512 GB SSD - Thunder Black","16.0""",1920 x 1200,Intel Core i5 12th Gen,16GB,512 GB,Integrated Graphics,Windows 11 Pro,3.6 Pounds,"$1,409.99 "
HP,"HP Notebook ZBook Firefly G10 14"" Intel Core i7 13th Gen 16GB Memory 512 GB SSD NVIDIA RTX A500 14.0"" Windows 11 Pro Laptop","14.0""",1920 x 1200,Intel Core i7 13th Gen,16GB,512 GB,"NVIDIA RTX A500 (2048-Core, 35 W TGP) with 4 GB GDDR6 VRAM",Windows 11 Pro,3.2lb,"$2,159.99 "
,"Dell Latitude 7000 7430 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1265U Deca-core (10 Core) - 16 GB Total RAM - 16 GB On-board Memory - 256 GB SSD - Carbon Fiber - Intel Ch","14.0""",1920 x 1080,Intel Core i7 12th Gen,16GB,256 GB,Intel Iris Xe Graphics,Windows 10 Pro,,"$1,728.99 "
HP,"HP EliteBook x360 830 G10 13.3"" Notebook - WUXGA - Intel Core i7 13th Gen i7-1365U Deca-core (10 Core) - Intel Evo Platform - 16 GB RAM - 512 GB SSD - Windows 11 Pro  7Y376UT#ABA","13.3""",1920 x 1200,Intel Core i7 13th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,5 pounds,"$1,921.99 "
,"Dell Latitude 7000 7430 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1265U Deca-core (10 Core) - Intel Evo Platform - 32 GB Total RAM - 32 GB On-board Memory - 512 GB SSD - Ca","14.0""",1920 x 1080,Intel Core i7 12th Gen,32GB,512 GB,Intel Iris Xe Graphics,Windows 10 Pro,,"$2,258.99 "
Lenovo,"Lenovo ThinkPad T16 Gen 1 21CH0004US 16"" Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 5 PRO 6650U Hexa-core (6 Core) 2.90 GHz - 16 GB Total RAM - 256 GB SSD - Villi Black - Windows 11 Pro - AMD Rad","16.0""",1920 x 1200,AMD Ryzen 5 6000 Series,16GB,256 GB,AMD Radeon Graphics,Windows 11 Pro,,"$1,332.99 "
HP,"HP EliteBook 840 G9 14"" Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1245U Deca-core (10 Core) - 16 GB Total RAM - 256 GB SSD - Windows 11 Pro - Intel Iris Xe Graphics - In-plane Sw","14.0""",1920 x 1200,Intel Core i5 12th Gen,16GB,256 GB,Intel Iris Xe Graphics,Windows 11 Pro,,"$1,546.99 "
Lenovo,"Lenovo ThinkPad P16s G1 21CK001MUS 16"" Mobile Workstation - WUXGA - 1920 x 1200 - AMD Ryzen 7 PRO 6850U Octa-core (8 Core) 2.70 GHz - 16 GB Total RAM - 512 GB SSD - Black - Windows 11 Pro - AMD R","16.0""",1920 x 1200,AMD Ryzen 7 6000 Series,16GB,512 GB,,Windows 11 Pro,,"$1,334.99 "
HP,"HP EliteBook 840 G9 14"" Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 16 GB Total RAM - 512 GB SSD - Windows 11 Pro - Intel Iris Xe Graphics - In-plane Sw","14.0""",1920 x 1200,Intel Core i5 12th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,,"$1,680.99 "
HP,"HP Laptop EliteBook 1040 G9 Intel Core i5 12th Gen 1235U (1.30GHz) 16GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Windows 11 Pro 64-bit 6E5C4UT#ABA","14.0""",1920 x 1200,Intel Core i5 12th Gen,16GB,256 GB PCIe,Intel Iris Xe Graphics,Windows 11 Pro 64-bit,2.56 lbs.,"$1,324.99 "
HP,"HP Laptop EliteBook 1040 G9 6E5D0UT#ABA Intel Core i5 12th Gen 1245U (1.60GHz) 16GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Windows 11 Pro 64-bit","14.0""",1920 x 1200,Intel Core i5 12th Gen,16GB,512 GB PCIe,Intel Iris Xe Graphics,Windows 11 Pro 64-bit,2.56 lbs.,"$1,817.99 "
HP,"HP Laptop EliteBook 640 G9 Intel Core i7 12th Gen 1265U (1.80GHz) 16GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Windows 10 Pro (available through downgrade rights from Windows 11 Pro) 6C0Z3UT#ABA","14.0""",1920 x 1080,Intel Core i7 12th Gen,16GB,512 GB PCIe,Intel Iris Xe Graphics,Windows 10 Pro (available through downgrade rights from Windows 11 Pro),3.03 lbs.,"$1,775.99 "
HP,"HP ZBook Power G9 15.6"" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-12800H Tetradeca-core (14 Core) - 16 GB Total RAM - 512 GB SSD - Windows 11 Pro - NVIDIA RTX A1000 w","15.6""",1920 x 1080,Intel Core i7 12th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,,"$2,173.99 "
Lenovo,"Lenovo ThinkBook 14s Yoga G2 IAP 21DM003NUS 14"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) - 16 GB Total RAM - 8 GB On-board Memory - 512 G","14.0""",1920 x 1080,Intel Core i7 12th Gen,8GB,512 GB,,Windows 11 Pro,,"$1,318.99 "
,Lenovo ThinkBook 15 G4 IAP 21DJ000XUS Intel Core i5 1.30 GHz - 16 GB RAM 256 GB SSD Windows 11 Pro,"15.6""",,Intel Core i5 12th Gen,16GB,256 GB,,Windows 11 Pro,,$979.99 
Lenovo,"Lenovo ThinkBook 13s G4 IAP 21AR001SUS 13.3"" Touchscreen Notebook - 2560 x 1600 - Intel Core i5 12th Gen i5-1240P - 8 GB Total RAM - 256 GB SSD - Intel Chip - Windows 11 Pro - Intel - IEEE 802.11","13.3""",2560 x 1600,Intel Core i5 12th Gen,8GB,256 GB,,Windows 11 Pro,,$941.99 
Microsoft,"Microsoft Surface Laptop 5 13"" PixelSense Touchscreen Notebook -  Intel Core i5 12th Gen i5-1245U - 8GB Memory - 256GB SSD - Intel Iris Xe Graphics - Windows 10 Pro - Matte Black R1B-00026","13.0""",2256 x 1504,Intel Core i5 12th Gen,8GB,256 GB,Intel Iris Xe Graphics,Windows 10 Pro,2.86 lb,"$1,147.99 "
Microsoft,"Microsoft Notebooks Surface Laptop 5 Intel Core i7 12th Gen 16GB Memory 512 GB SSD Intel Iris Xe Graphics 13.5"" Touchscreen Windows 10 Pro RBI-00026 Matte Black","13.5""",2256 x 1504,Intel Core i7 12th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 10 Pro,2.86 lb,"$1,699.99 "
Microsoft,"Microsoft Surface Laptop 5 - 13.0"" PixelSense Touchscreen - Intel Core i5 12th Gen - 8GB Memory - 512 GB SSD - Intel Iris Xe Graphics - Windows 10 Pro - Matte Black R1U-00024","13.0""",2256 x 1504,Intel Core i5 12th Gen,8GB,512 GB,Intel Iris Xe Graphics,Windows 10 Pro,2.86 lb,"$1,429.99 "
Microsoft,"Microsoft Surface Laptop 5 13.5"" Touchscreen Notebook - Intel Core i7 12th Gen i7-1265U - Intel Evo Platform - 16 GB Total RAM - 256 GB SSD - Platinum -  Window 10 Pro RB2-00024","13.5""",2256 x 1504,Intel Core i7 12th Gen,16GB,256 GB,Intel Iris Xe Graphics,Windows 10 Pro,,"$1,674.99 "
DELL,"DELL Laptop Latitude 5421 Intel Core i7 11th Gen 11850H (2.50 GHz) 16GB Memory 256 GB PCIe SSD Intel UHD Graphics 14.0"" Windows 10 Pro (Windows 11 Pro License Included) D6C44","14.0""",1920 x 1080,Intel Core i7 11th Gen,16GB,256 GB PCIe,Intel UHD Graphics,Windows 10 Pro (Windows 11 Pro License Included),,"$1,774.99 "
HP,"HP EliteBook 850 G8 15.6"" UHD Notebook - Intel Core i7-1185G7 3.0 GHz - 16GB DDR4 - 256 GB SSD - Intel Iris Xe Graphics - Windows 11 Pro (Downgrade Rights to Windows 10 Pro) 770V4U8#ABA","15.6""",1920 x 1080,Intel Core i7-1185G7,16GB,256 GB,Intel Iris Xe Graphics,Windows 10 Pro,3.71 Lbs,"$1,349.99 "
Lenovo,"Lenovo ThinkBook 13s G3 ACN 20YA002HUS 13.3"" Touchscreen Notebook - QHD - 2560 x 1600 - AMD 5600U Hexa-core (6 Core) 2.30 GHz - 8 GB RAM - 256 GB SSD - Mineral Gray - Windows 10 Pro - AMD Radeon","13.3""",2560 x 1600,AMD Ryzen 5 5000 Series,8GB,256 GB,AMD Radeon Graphics,Windows 10 Pro,2.78 Pounds,$645.99 
HP,"Lenovo Flex 5 15.6"" Laptop i7-1165G7 16GB 1TB SSD W11Gray 82HT006BUS","15.6""",3840 x 2160,Intel Core i7 11th Gen,16GB,1 TB,NVIDIA GeForce MX450,Windows 11 Pro,3 - 3.9 lbs.,"$1,269.99 "
Lenovo,"Lenovo V14 G3 IAP 82TS005NUS 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i3 12th Gen i3-1215U Quad-core (4 Core) 1.20 GHz - 8 GB Total RAM - 256 GB SSD - Intel Chip - Windows 11 Pro - Intel","14.0""",1920 x 1080,Intel Core i3 12th Gen,8GB,256 GB,Intel UHD Graphics,Windows 11 Pro,3.15 lbs,$650.99 
Lenovo,"Lenovo ThinkPad T14 Gen 3 21CF000DUS 14"" Touchscreen Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 7 PRO 6850U 2.70 GHz - 16 GB Total RAM - 512 GB SSD - AMD Chip - Windows 11 Pro - AMD Radeon 680M -","14.0""",1920 x 1200,AMD Ryzen 7 6000 Series,16GB,512 GB,,Windows 11 Pro,,"$1,276.99 "
Lenovo,"Lenovo ThinkPad E15 Gen 4 21E6007HUS 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 16 GB Total RAM - 8 GB On-board Memory - 512 GB SSD - Mineral M","15.6""",1920 x 1080,Intel Core i5 12th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,4.3 Pounds,$939.99 
HP,"HP ProBook 455 G9 15.6"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 5625U Hexa-core (6 Core) - 8 GB Total RAM - 256 GB SSD - Windows 10 Pro - AMD Radeon Graphics - In-plane Switching (IPS) Tec","15.6""",1920 x 1080,AMD Ryzen 5 5000 Series,8GB,256 GB,AMD Radeon Graphics,Windows 10 Pro,,$734.99 
Lenovo,"Lenovo ThinkPad E15 Gen 4 21E6007BUS 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 8 GB Total RAM - 8 GB On-board Memory - 256 GB SSD - Mineral Me","15.6""",1920 x 1080,Intel Core i5 12th Gen,8GB,256 GB,Intel Iris Xe Graphics,Windows 11 Pro,4.3 Pounds,$860.99 
Lenovo,"Lenovo ThinkBook 15 G4 IAP 21DJ000VUS Laptop Intel Core i7 12th Gen 1255U (1.70GHz) 16 GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 15.6"" Touchscreen 1920 x 1080 Windows 11 Pro 64-bit","15.6""",1920 x 1080,Intel Core i7 12th Gen,16GB,512 GB PCIe,Intel Iris Xe Graphics,Windows 11 Pro 64-bit,3.75 lbs.,"$1,009.99 "
HP,"HP ProBook 635 Aero G8 13.3"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 5600U Hexa-core (6 Core) 2.30 GHz - 16 GB RAM - 256 GB SSD - AMD Chip - Windows 10 Pro - AMD Radeon Graphics - In-plane","13.3""",1920 x 1080,AMD Ryzen 5,16GB,256 GB,AMD Radeon Graphics,Windows 10 Pro,2.2 lb,$593.99 
Lenovo,"Lenovo ThinkPad T14s Gen 3 21CQ000LUS 14"" Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 7 PRO 6850U Octa-core (8 Core) 2.70 GHz - 16 GB Total RAM - 512 GB SSD - Storm Gray",No,1920 x 1200,,16GB,512 GB,,Windows 11 Pro,,"$1,674.99 "
,"Dell Latitude 5000 5430 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 256 GB SSD - Intel Chip - Windows 10 Pro - Intel Ir","14.0""",1920 x 1080,Intel Core i7 12th Gen,16GB,256 GB,Intel Iris Xe Graphics,Windows 10 Pro,,"$1,602.99 "
Acer,"Acer TravelMate P2 P214-41-G2 TMP214-41-G2-R5EB 14"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 PRO 5650U Hexa-core (6 Core) 2.30 GHz - 8 GB RAM - 256 GB SSD - Windows 10 Pro - AMD Radeon Graphics","14.0""",1920 x 1080,AMD Ryzen 5 PRO 5000 Series,8GB,256 GB PCIe,AMD Radeon Graphics,Windows 10 Pro 64-bit,3.53 lbs.,$631.99 
HP,"HP Laptop EliteBook 630 G9 Intel Core i5 12th Gen 1235U (1.30GHz) 16GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 13.3"" Windows 10 Pro (available through downgrade rights from Windows 11 Pro) 6C0Y7UT#ABA","13.3""",1920 x 1080,Intel Core i5 12th Gen,16GB,256 GB PCIe,Intel Iris Xe Graphics,Windows 10 Pro (available through downgrade rights from Windows 11 Pro),2.82 lbs.,"$1,314.99 "
