Company,Name,Inches,Screen_Resolution,CPU,RAM,Memory,GPU,OpSys,Weights,Price
MSI,"MSI Laptop Modern 14 A10M-460 Intel Core i5 10th Gen 10210U (1.60 GHz) 8 GB Memory 512 GB NVMe SSD 14.0"" Windows 10 Home 64-bit","14.0""",1920 x 1080,Intel Core i5 10th Gen,8GB,512 GB NVMe,Intel UHD Graphics,Windows 10 Home 64-bit🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,2.62 lbs.,$971.53 
HP,"HP Laptop Stream AMD A4-Series A4-9120e (1.50GHz) 4GB Memory 32 GB eMMC SSD AMD Radeon R3 Series 14.0"" Windows 10 in S mode 14-ds0020nr","14.0""",1366 x 768,AMD A4-Series,4GB,32 GB eMMC,AMD Radeon R3 Series,Windows 10 in S mode,2.87 lbs.,$569.00 
Microsoft,Microsoft Surface Laptop 3 15  AMD Ryzen 5 8GB RAM 256GB SSD Matte Black Metal -,"15.0""",2496 x 1664,AMD Ryzen 5 3000 Series,8GB,256 GB,AMD Radeon Vega 9,Windows 10 Home🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,3.40 lbs.,$679.99 
ASUS,"ASUS Laptop L410 Ultra Thin Laptop, 14"" FHD Display, Intel Celeron N4020 Processor, 4 GB RAM, 64 GB Storage, NumberPad, Windows 10 Home in S Mode, Star Black, L410MA-DB02","14.0""",1920 x 1080,Intel Celeron,4GB,64 GB eMMC,Intel UHD Graphics 600,Windows 10 in S mode,2.87 lbs.,$299.98 
SAMSUNG,"SAMSUNG Laptop Galaxy Book Pro NP950XDB-KB1US Intel Core i7 11th Gen 1165G7 (2.80 GHz) 16 GB LPDDR4X Memory 512 GB SSD Intel Iris Xe Graphics 15.6"" Windows 10 Home - Intel EVO Platform","15.6""",1920 x 1080,Intel Core i7 11th Gen,16 GB LPDDR4X,512 GB,Intel Iris Xe Graphics,Windows 10 Home🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,2.31 lbs.,
Lenovo,"Lenovo Laptop IdeaPad 3 17IML05 Intel Core i3 10th Gen 10110U (2.10GHz) 8GB Memory 256 GB PCIe SSD Intel UHD Graphics 17.3"" Windows 10 Home 64-bit 81WC0003US","17.3""",1600 x 900,Intel Core i3 10th Gen,8GB,256 GB PCIe,Intel UHD Graphics,Windows 10 Home 64-bit🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,4.85 lbs.,$699.00 
ASUS,"ASUS ZenBook Pro 16X OLED 16"" 4K OLED 16:10 Touch Display, ASUS Dial, Intel i9-12900H CPU, GeForce RTX 3060 Graphics, 32GB RAM, 2TB SSD, Windows 11 Pro, Tech Black, UX7602ZM-XB96T","16.0""",3840 x 2400,Intel Core i9 12th Gen,32 GB LPDDR5,2 TB PCIe,NVIDIA GeForce RTX 3060 Laptop GPU,Windows 11 Pro 64-bit,5.29 lbs.,"$2,999.99 "
HP,"HP Laptop 14-dq2040ca Intel Core i5 11th Gen 1135G7 (2.40GHz) 8GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Windows 11 Home 64-bit","14.0""",1920 x 1080,Intel Core i5 11th Gen,8GB,512 GB PCIe,Intel Iris Xe Graphics,Windows 11 Home 64-bit,3.24 lbs.,$518.99 
ASUS,"ASUS ZenBook 14 Ultra-Slim Laptop 14"" FHD Display, AMD Ryzen 9 5900HX CPU, AMD Radeon Graphics, 16GB RAM, 1TB PCIe SSD, NumberPad, Windows 11 Pro, Pine Grey, UM425QA-XH99","14.0""",1920 x 1080,AMD Ryzen 9 5000 Series,16GB,1 TB PCIe,AMD Radeon Graphics,Windows 11 Pro 64-bit,2.87 lbs.,"$1,208.36 "
HP,"HP Laptop Stream AMD A4-Series A4-9120e (1.50GHz) 4GB Memory 64 GB eMMC SSD AMD Radeon R3 Series 14.0"" Windows 10 in S mode 14-ds0060nr","14.0""",1366 x 768,AMD A4-Series,4GB,64 GB eMMC,AMD Radeon R3 Series,Windows 10 in S mode,2.87 lbs.,$381.00 
DELL,"DELL Laptop Latitude 5520 N59WR Intel Core i7 11th Gen 1185G7 (3.00 GHz) 8 GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 15.6"" IPS 1920 x 1080 Windows 10 Pro 64-bit","15.6""",1920 x 1080,Intel Core i7 11th Gen,8GB,256 GB PCIe,Intel Iris Xe Graphics,Windows 10 Pro 64-bit,3.51 lbs,"$1,584.10 "
SAMSUNG,"SAMSUNG Laptop Galaxy Book Ion Intel Core i7 10th Gen 10510U (1.80GHz) 8GB Memory 512 GB SSD Intel UHD Graphics 13.3"" QLED Windows 10 Home 64-bit NP930XCJ-K01US","13.3"" QLED",1920 x 1080,Intel Core i7 10th Gen,8GB,512 GB,Intel UHD Graphics,Windows 10 Home 64-bit🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,2.14 lbs.,$615.72 
MSI,"MSI Laptop Intel Core i7 11th Gen 11800H (2.30GHz) 16GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3070 Laptop GPU 17.3"" 4K / UHD Windows 10 Pro 64-bit Creator 17 B11UG-494","17.3"" 4K / UHD",3840 x 2160,Intel Core i7 11th Gen,16GB,1 TB NVMe,NVIDIA GeForce RTX 3070 Laptop GPU,Windows 10 Pro 64-bit,5.40 lbs.,"$2,699.00 "
SAMSUNG,"SAMSUNG Laptop Galaxy Book Go NP340XLA-KA1US Qualcomm 7C Kryo 465 2.50 GHz 4 GB LPDDR4X Memory 128 GB eUFS Adreno 618 14.0"" Windows 10 Home","14.0""",1920 x 1080,Qualcomm 7C Kryo 465,4 GB LPDDR4X,128 GB eUFS,Adreno 618,Windows 10 Home🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,3.06 lbs.,$369.00 
Acer,"Acer Swift 3 Thin & Light Laptop, 14"" Full HD IPS, AMD Ryzen 7 4700U Octa-Core, Radeon Graphics, 8GB RAM, 512GB NVMe-PCIe SSD, Wi-Fi 6, Backlit Keyboard, Fingerprint Reader, Windows 10 Home","14.0""",1920 x 1080,AMD Ryzen 7 4000 Series,8GB,512 GB PCIe,AMD Radeon Graphics,Windows 10 Home🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,2 - 2.9 lbs.,$899.99 
,"14 inch Laptop FHD IPS Display Notebook, KX-6640MA 64-bit Quad-Core , 8GB RAM, 256GB NVMe SSD, WiFi, HDMI, Windows 10 , Sliver","14.0""",1920 x 1080,,8GB,256 GB,,Windows 10 Pro,,$239.99 
MSI,"MSI Laptop Intel Core i3 12th Gen 1215U (1.20GHz) 8GB Memory 512 GB NVMe SSD Intel UHD Graphics 14.0"" Windows 11 Home 64-bit Modern 14 C12M-495US","14.0""",1920 x 1080,Intel Core i3 12th Gen,8GB,512 GB NVMe,Intel UHD Graphics,Windows 11 Home 64-bit,2.62 lbs.,$547.71 
Acer,"Acer Laptop Swift 3 SF314-54-56L8 Intel Core i5 8th Gen 8250U (1.60 GHz) 8 GB Memory 256 GB SSD Intel UHD Graphics 620 14.0"" IPS Windows 10 Home 64-Bit","14.0""",1920 x 1080,Intel Core i5 8th Gen,8GB,256 GB,Intel UHD Graphics 620,Windows 10 Home 64-Bit🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,3.50 lbs.,$539.00 
ASUS,"ASUS Zenbook 14"" Laptop Notebook Q407IQ-BR5N4
AMD Ryzen 5 - 8GB Memory - NVIDIA GeForce MX350 - 256GB SSD - Light Gray
PC Computer","14.0""",1920 x 1080,AMD Ryzen 5 4000 Series,8GB,256 GB,NVIDIA GeForce MX350,Windows 10,2.65 Pounds,$779.00 
ASUS,"Asus Vivobook Flip 11 2-in-1 Thin and Light Laptop 11.6"" HD Touchscreen LED Intel Celeron N3350 4GB RAM 64GB eMMC Office 365 WiFi HDMI Win 10","11.6""",1366 x 768,Intel Celeron Dual-Core,4GB,64 GB,Intel HD Graphics 500,Windows 10,,$399.00 
HP,"HP Laptop Pavilion AMD Ryzen 5 5000 Series 5500U (2.10GHz) 8GB Memory 512 GB PCIe SSD AMD Radeon Graphics 15.6"" Touchscreen Windows 10 Home 64-bit 15-eh1010nr","15.6""",1366 x 768,AMD Ryzen 5 5000 Series,8GB,512 GB PCIe,AMD Radeon Graphics,Windows 10 Home 64-bit🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,3.86 lbs.,$771.00 
Lenovo,"Lenovo Laptop IdeaPad 5 15IIL05 Intel Core i7 10th Gen 1065G7 (1.30GHz) 8GB Memory 512 GB PCIe SSD Intel Iris Plus Graphics 15.6"" Windows 10 Home 64-bit 81YK000XUS","15.6""",1920 x 1080,Intel Core i7 10th Gen,8GB,512 GB PCIe,Intel Iris Plus Graphics,Windows 10 Home 64-bit🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,3.66 lbs.,$843.99 
LG,"LG Laptop Gram 14Z90P-N.AP52A8 Intel Core i5 11th Gen 1135G7 (2.40GHz) 8GB Memory 256 GB SSD Intel Iris Xe Graphics 14.0"" Windows 10 Pro 64-bit","14.0""",1920 x 1200,Intel Core i5 11th Gen,8GB,256 GB,Intel Iris Xe Graphics,Windows 10 Pro 64-bit,2.20 lbs.,"$1,019.11 "
Microsoft,"Microsoft Surface Laptop DAL-00055 Intel Core i7 7th Gen 7660U (2.50 GHz) 16 GB Memory 512 GB SSD Intel Iris Plus Graphics 640 13.5"" Touchscreen Windows 10 S - Cobalt Blue","13.5""",2256 x 1504,Intel Core i7 7th Gen,16GB,512 GB,Intel Iris Plus Graphics 640,Windows 10 in S mode,2.83 lbs.,$899.00 
ASUS,"ASUS Laptop Intel Celeron N4020 (1.10GHz) 4GB Memory 128 GB eMMC SSD Intel UHD Graphics 600 14.0"" Windows 10 in S mode L410MA-DB04","14.0""",1920 x 1080,Intel Celeron,4GB,128 GB eMMC,Intel UHD Graphics 600,Windows 10 in S mode,2.87 lbs.,$316.98 
DELL,"New Dell Inspiron 3511 15.6"" Full HD TouchScreen Notebook, 11th Gen Intel Core i5-1135G7 Processor, 16GB DDR4 RAM, 256GB SSD Plus 1TB HDD,Intel UHD Graphics,Wifi-AC, Bluetooth,HDMI,Windows 11 Pro","15.6""",1920 x 1080,Intel Core i5 11th Gen,16GB,256 GB,Intel UHD Graphics,Windows 11 Pro,4,$629.79 
HP,"HP Laptop ENVY Intel Core i7 11th Gen 1165G7 (2.80GHz) 12GB Memory 1TB HDD 256 GB PCIe SSD Intel Iris Xe Graphics 17.3"" Touchscreen Windows 10 Home 64-bit 17-cg1010nr","17.3""",1920 x 1080,Intel Core i7 11th Gen,12GB,256 GB PCIe,Intel Iris Xe Graphics,Windows 10 Home 64-bit🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,6.22 lbs.,"$1,691.99 "
ASUS,"ASUS ZenBook S13 Ultra Thin & Light Laptop 13.9"" FHD, Intel Core i7-8565U CPU, GeForce MX150, 8 GB RAM, 512 GB PCIe SSD, Windows 10 Pro, Silver Blue, UX392FN-XS71","13.9""",1920 x 1080,Intel Core i7 8th Gen,8 GB LPDDR3,512 GB,NVIDIA GeForce MX150,Windows 10 Pro 64-bit,2.43 lbs.,"$1,862.99 "
Microsoft,"Microsoft Laptop Surface Laptop Go Intel Core i5 10th Gen 1035G1 (1.00GHz) 4 GB LPDDR4X Memory 64 GB eMMC SSD Intel UHD Graphics 12.4"" Touchscreen Windows 10 Pro 1ZP-00001","12.4""",1536 x 1024,Intel Core i5 10th Gen,4 GB LPDDR4X,64 GB eMMC,Intel UHD Graphics,Windows 10 Pro,2.45 lbs.,$315.00 
MSI,"MSI Laptop Intel Core i5 11th Gen 1155G7 (2.50GHz) 8GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 15.6"" Windows 10 Home 64-bit Modern 15 A11MU-654","15.6""",1920 x 1080,Intel Core i5 11th Gen,8GB,512 GB NVMe,Intel Iris Xe Graphics,Windows 10 Home 64-bit🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,3.52 lbs.,$725.00 
MSI,"MSI Laptop Modern 14 Intel Core i7 11th Gen 1195G7 (2.90GHz) 8GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 14.0"" Windows 10 Home 64-bit Modern 14 B11MOU-494","14.0""",1920 x 1080,Intel Core i7 11th Gen,8GB,512 GB NVMe,Intel Iris Xe Graphics,Windows 10 Home 64-bit🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,2.62 lbs.,$964.13 
ASUS,"ASUS VivoBook 15X OLED Laptop, 15.6"" OLED Display, AMD Ryzen 7 5800H CPU, AMD Radeon GPU, 16GB RAM, 512GB SSD, Windows 11 Home, Quiet Blue, M1503QA-ES74","15.6""",1920 x 1080,AMD Ryzen 7 5000 Series,16GB,512 GB PCIe,AMD Radeon Graphics,Windows 11 Home 64-bit,3.75 lbs.,"$1,067.99 "
HP,"HP Laptop Pavilion Intel Core i5 12th Gen 1235U (1.30GHz) 8GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 15.6"" Touchscreen Windows 11 Home 64-bit 15-eg2079nr","15.6""",1920 x 1080,Intel Core i5 12th Gen,8GB,256 GB PCIe,Intel Iris Xe Graphics,Windows 11 Home 64-bit,3.86 lbs.,$719.00 
Acer,"Acer Swift 3 Thin & Light Laptop, 14"" Full HD IPS, AMD Ryzen 7 4700U Octa-Core Processor with Radeon Graphics, 8GB LPDDR4, 512GB NVMe SSD, WiFi 6, Backlit Keyboard, Fingerprint Reader, SF314-42-R9YN","14.0""",1920 x 1080,AMD Ryzen 7 4000 Series,8GB,512 GB,AMD Radeon Graphics,Windows 10,,$777.80 
ASUS,"ASUS VivoBook 15 Thin and Light 15.6"" FHD, AMD Quad Core R3-3200U CPU, 8 GB DDR4 RAM, 128 GB SSD, AMD Radeon Vega 3 Graphics, Windows 10 in S Mode, F512DA-DB34, Slate Gray","15.6""",1920 x 1080,AMD Ryzen 3 3000 Series,8GB,128 GB,AMD Radeon Vega 3,Windows 10 S 64-bit,3.53 lbs.,$472.00 
ASUS,"ASUS VivoBook S15 S533 15.6"" FHD IPS (Intel 4-Core i7-1165G7, 16GB RAM, 2TB PCIe SSD, Iris Xe Graphics) Thin & Light Business Laptop, Backlit, Fingerprint, Wi-Fi 6, Win 11 Home","15.6""",1920 x 1080,Intel Core i7 11th Gen,16GB,2 TB PCIe,Intel Iris Xe Graphics,Windows 11 Home,3.97 lbs.,$899.99 
Lenovo,"Lenovo Laptop ThinkPad T14 Gen 2 (Intel) Intel Core i7 11th Gen 1165G7 (2.80GHz) 16GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 14.0"" 4K / UHD Windows 11 DG Windows 10 Pro 64-bit 20W000T7US","14.0"" 4K / UHD",3840 x 2160,Intel Core i7 11th Gen,16GB,512 GB PCIe,Intel Iris Xe Graphics,Windows 11 DG Windows 10 Pro 64-bit,3.24 lbs.,"$1,799.99 "
ASUS,"ASUS VivoBook S15 S533 15.6"" FHD IPS (Intel 4-Core i7-1165G7, 16GB RAM, 1TB PCIe SSD, Iris Xe Graphics) Thin & Light Business Laptop, Backlit, Fingerprint, Wi-Fi 6, Win 11 Home","15.6""",1920 x 1080,Intel Core i7 11th Gen,16GB,1 TB PCIe,Intel Iris Xe Graphics,Windows 11 Home,3.97 lbs.,$849.98 
Microsoft,"Microsoft Surface Laptop 5 - 15"" Touchscreen - Intel Core i7-1255U - 16GB RAM - 512GB SSD - Windows 11 Home - Intel Evo Platform - RIP-00001 - Platinum","15.0""",2496 x 1664,Intel Core i7 12th Gen,16GB,512 GB,Intel Iris Xe Graphics,Windows 11 Home 64-bit,3.44 lbs.,"$1,599.00 "
Lenovo,"Lenovo 14"" ThinkPad E14 Gen 2 Notebook  Full HD Intel Core i5 i5-1135G7 Quad-core (4 Core) 2.40 GHz  16GB RAM 256GB SSD Black Model 20TA002FUS","14.0""",1920 x 1080,Intel Core i5 11th Gen,16GB,256 GB PCIe,Intel Iris Xe Graphics,Windows 10 Pro,,$575.00 
HP,"HP Laptop Pavilion Intel Core i7 12th Gen 1255U (1.70GHz) 8GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 15.6"" Touchscreen Windows 11 Home 64-bit 15-eg2076nr","15.6""",1920 x 1080,Intel Core i7 12th Gen,8GB,512 GB PCIe,Intel Iris Xe Graphics,Windows 11 Home 64-bit,3.86 lbs.,$899.00 
HP,"HP Chromebook - 14a-na0023cl Everyday Value Laptop (Intel Celeron N4000 2-Core, 4GB RAM, 64GB SSD, 14.0"" Full HD (1920x1080), Intel UHD 600, Wifi, Bluetooth, Webcam, 1xUSB 3.1, SD Card, Chrome OS)","14.0""",1920 x 1080,Intel Celeron,4GB,64 GB,Intel UHD Graphics 600,Chrome OS,,$289.99 
HP,"HP Chromebook - 14a-na0023cl Everyday Value Laptop (Intel Celeron N4000 2-Core, 14.0"" 60Hz Full HD (1920x1080), Intel UHD 600, 4GB RAM, 64GB SSD, Wifi, Chrome OS) with Travel & Work Backpack","14.0""",1920 x 1080,Intel Celeron,4GB,64 GB,Intel UHD Graphics 600,Chrome OS,,$409.47 
HP,"HP Chromebook - 14a-na0023cl Everyday Value Laptop (Intel Celeron N4000 2-Core, 14.0"" 60Hz Full HD (1920x1080), Intel UHD 600, 4GB RAM, 64GB SSD, Wifi, Webcam, Chrome OS) with WD19S 180W Dock","14.0""",1920 x 1080,Intel Celeron,4GB,64 GB,Intel UHD Graphics 600,Chrome OS,,$609.47 
HP,"HP Chromebook - 14a-na0023cl Everyday Value Laptop (Intel Celeron N4000 2-Core, 14.0"" 60Hz Full HD (1920x1080), Intel UHD 600, 4GB RAM, 64GB SSD, Wifi, Webcam, Bluetooth, SD Card, Chrome OS)","14.0""",1920 x 1080,Intel Celeron,4GB,64 GB,Intel UHD Graphics 600,Chrome OS,,$519.47 
DELL,"New Dell Inspiron 3511 15.6"" Full HD TouchScreen Notebook, 11th Gen Intel Core i5-1135G7 Quad Core Processor,32GB DDR4 RAM,1TB SSD Plus 1TB HDD,Intel UHD Graphics,Wifi-AC,Bluetooth,HDMI,Windows 11 Pro","15.6""",1920 x 1080,Intel Core i5 11th Gen,32GB,1 TB,Intel UHD Graphics,Windows 11 Pro,4,$692.69 
DELL,"DELL Laptop Latitude 5320 4JVT3 Intel Core i5 11th Gen 1145G7 (2.60 GHz) 8 GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 13.3"" 1920 x 1080 Windows 10 Pro 64-bit","13.3""",1920 x 1080,Intel Core i5 11th Gen,8GB,256 GB PCIe,Intel Iris Xe Graphics,Windows 10 Pro 64-bit,,$649.99 
ASUS,"ASUS ZenBook Pro 15 UM535 OLED 15.6"" FHD Touchscreen (AMD Ryzen 7 5800H , 16GB RAM, 1TB SSD, GeForce RTX 3050 Ti, 8-Core Beat i7-11370H) Business Workstation Laptop , Up to 18 Hrs Battery, Win 11 Pro","15.6""",1920 x 1080,AMD Ryzen 7 5000 Series,16GB,1 TB PCIe,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Windows 11 Pro,4.41 lbs.,"$1,149.99 "
ASUS,"ASUS ZenBook Pro 15 UM535 OLED 15.6"" FHD Touchscreen (AMD Ryzen 7 5800H , 16GB RAM, 2TB SSD, GeForce RTX 3050 Ti, 8-Core Beat i7-11370H) Business Workstation Laptop , Up to 18 Hrs Battery, Win 11 Pro","15.6""",1920 x 1080,AMD Ryzen 7 5000 Series,16GB,2 TB PCIe,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Windows 11 Pro,4.41 lbs.,"$1,199.99 "
ASUS,"ASUS Signature Edition Laptop ZenBook Intel Core M3 6Y30 (0.90GHz) 8GB Memory 256 GB SSD Intel HD Graphics 515 13.3"" Touchscreen Windows 10 Home 64-Bit UX305CA-UHM4T","13.3""",3200 x 1800,Intel Core M3,8GB,256 GB,Intel HD Graphics 515,Windows 10 Home 64-Bit🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,3.02 lbs.,$599.00 
DELL,"New Dell Inspiron 3511 15.6"" Full HD TouchScreen Notebook, 11th Gen Intel Core i5-1135G7 Processor, 32GB DDR4 RAM, 512GB SSD Plus 1TB HDD,Intel UHD Graphics,Wifi-AC, Bluetooth,HDMI,Windows 11 Pro","15.6""",1920 x 1080,Intel Core i5 11th Gen,32GB,512 GB,Intel UHD Graphics,Windows 11 Pro,4,$674.79 
DELL,"Dell Inspiron 3511 15.6"" Full HD TouchScreen Notebook, 11th Gen Intel Core i5-1135G7 Quad Core Processor, 16GB DDR4 RAM, 256GB SSD, Intel UHD Graphics, Wifi-AC, Bluetooth,HDMI,USB, Windows 11 Pro","15.6""",1920 x 1080,Intel Core i5 11th Gen,16GB,256 GB,Intel UHD Graphics,Windows 11 Pro,4,$557.69 
HP,"HP Chromebook - 14a-na0023cl Everyday Value Laptop (Intel Celeron N4000 2-Core, 4GB RAM, 64GB SSD, 14.0"" Full HD (1920x1080), Chrome OS) with Microsoft 365 Personal , Adobe Acrobat Standard , Hub","14.0""",1920 x 1080,Intel Celeron,4GB,64 GB,Intel UHD Graphics 600,Chrome OS,,$936.27 
HP,"HP Laptop EliteBook 840 G8 Intel Core i7 11th Gen 1185G7 (3.00GHz) 16GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Windows 10 Pro (available through downgrade rights from Windows 11 Pro) 613P9UT#ABA","14.0""",1920 x 1080,Intel Core i7 11th Gen,16GB,256 GB PCIe,Intel Iris Xe Graphics,Windows 10 Pro (available through downgrade rights from Windows 11 Pro),2.92 lbs.,"$1,067.99 "
DELL,"New Dell Inspiron 3511 15.6"" Full HD TouchScreen Notebook, 11th Gen Intel Core i5-1135G7 Processor, 8GB DDR4 RAM, 256GB SSD Plus 1TB HDD,Intel UHD Graphics,Wifi-AC, Bluetooth,HDMI,Windows 11 Pro","15.6""",1920 x 1080,Intel Core i5 11th Gen,8GB,256 GB,Intel UHD Graphics,Windows 11 Pro,4,$638.79 
DELL,"New Dell Inspiron 3511 15.6"" Full HD TouchScreen Notebook, 11th Gen Intel Core i5-1135G7 Processor, 16GB DDR4 RAM, 512GB SSD Plus 1TB HDD,Intel UHD Graphics,Wifi-AC, Bluetooth,HDMI,Windows 11 Pro","15.6""",1920 x 1080,Intel Core i5 11th Gen,16GB,512 GB,Intel UHD Graphics,Windows 11 Pro,4,$672.79 
DELL,"New Dell Inspiron 3511 15.6"" Full HD TouchScreen Notebook, 11th Gen Intel Core i5-1135G7 Processor, 32GB DDR4 RAM, 256GB SSD Plus 1TB HDD,Intel UHD Graphics,Wifi-AC, Bluetooth,HDMI,Windows 11 Pro","15.6""",1920 x 1080,Intel Core i5 11th Gen,32GB,256 GB,Intel UHD Graphics,Windows 11 Pro,4,$666.69 
Acer,"Acer Laptop Aspire Vero Intel Core i7 12th Gen 1255U (1.70GHz) 16 GB Memory 1 TB PCIe SSD Intel Iris Xe Graphics 15.6"" IPS 1920 x 1080 Windows 11 Home 64-bit AV15-52-712Q","15.6""",1920 x 1080,Intel Core i7 12th Gen,16GB,1 TB PCIe,Intel Iris Xe Graphics,Windows 11 Home 64-bit,3.88 lbs.,$949.00 
HP,"HP 15 Notebook, 15.6"" HD  Display, Intel Core i3-1005G1 Upto 3.4GHz, 8GB RAM, 128GB SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home S","15.6""",1366*768,Intel Core i3 10th Gen,8GB,128 GB,,Windows 10 in S mode,4 - 4.9 lbs.,$456.96 
LG,"LG Gram 15 15Z90Q 15.6"" FHD Touchscreen (12th Gen Intel Core i5-1240P, 16GB LPDDR5 RAM, 512GB SSD) 21Hrs Battery, Ultra Thin Business Laptop, Wi-Fi 6E, Thunderbolt 4, Windows 11 Home (15Z90Q-P.AAC6U1)","15.6""",1920 x 1080,,16GB,512 GB,,Windows 11 Home,2.51 lbs,$846.99 
ASUS,"ASUS VivoBook 15 S513 Thin and Light Laptop, 15.6"" FHD Display, AMD Ryzen 7 5700U Processor, Radeon Graphics, 16GB DDR4 RAM, 1TB PCIe SSD, Fingerprint, Windows 10 Home, Indie Black, S513UA-NS77","15.6""",1920 x 1080,AMD Ryzen 7 5000 Series,16GB,1 TB PCIe,AMD Radeon Graphics,Windows 10 Home 64-bit🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,4.00 lbs.,"$1,249.99 "
HP,"HP Laptop Stream Intel Celeron N3060 (1.60GHz) 4GB Memory 32 GB eMMC SSD Intel HD Graphics 400 14.0"" Windows 10 in S mode 14-cb010nr","14.0""",1366 x 768,Intel Celeron,4GB,32 GB eMMC,Intel HD Graphics 400,Windows 10 in S mode,3.17 lbs.,$365.00 
HP,"HP 15.6"" Touchscreen Customized Business Laptop | 10th Gen Quad-Core Intel Core i5-1035G1 | 16GB DDR4 RAM 256GB  SSD | Full HD IPS | Webcam | Card Reader | Windows 10 | Only 3.75 lbs | Silver","15.6""",1920x1080,Intel Core i5,16GB,256 GB,Intel UHD Graphics 620,Windows 10 Home🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,3 - 3.9 lbs.,$788.00 
ASUS,"ASUS VivoBook 15 Slim Laptop, 15.6"" FHD Display, Intel Core i5-1240P CPU, Intel Iris Xe Graphics, 16GB RAM, 256GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, F1502ZA-OS56","15.6""",1920 x 1080,Intel Core i5 12th Gen,16GB,256 GB PCIe,Intel Iris Xe Graphics,Windows 11 Home 64-bit,3.31 lbs.,$579.99 
HP,"HP 15.6"" Thin and Light Touchscreen Customized Laptop | 10th Gen Intel Quad Core i5-1035G1  | 12GB RAM 256GB SSD | Backlit Keyboard | USB Type-C | Only 3.9 lb | Windows 10 Home Silver","15.6""",1366 x 768,Intel Core i5,12GB,256 GB,Intel UHD Graphics,Windows 10 Home🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,3 - 3.9 lbs.,$569.79 
HP,"HP 15.6"" Thin and Light Touchscreen Customized Laptop | 10th Gen Intel Quad Core i5-1035G1  | 16GB RAM 128GB SSD | Backlit Keyboard | USB Type-C | Only 3.9 lb | Windows 10 Home Silver","15.6""",1366 x 768,Intel Core i5,16GB,128 GB,Intel UHD Graphics,Windows 10 Home🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,3 - 3.9 lbs.,$639.79 
Lenovo,"Lenovo Laptop ThinkPad E15 Gen 2 (Intel) Intel Core i5 11th Gen 1135G7 (2.40GHz) 8GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 15.6"" Windows 10 Pro 64-bit 20TD003KUS","15.6""",1920 x 1080,Intel Core i5 11th Gen,8GB,256 GB PCIe,Intel Iris Xe Graphics,Windows 10 Pro 64-bit,3.75 lbs.,$863.49 
ASUS,"ASUS VivoBook S14 S432 Thin and Light 14"" FHD, Intel Core i7-8565U CPU, 8 GB RAM, 512 GB PCIe NVMe SSD, IR Camera, Windows 10 Home, S432FA-AB74, Transparent Silver","14.0""",1920 x 1080,Intel Core i7 8th Gen,8GB,512 GB PCIe,Intel UHD Graphics 620,Windows 10 Home 64-bit🙋‍♀️Microsoft Windows 11 Pro Upgrade ‍👉Check ABS/Helix computers with Windows 11,3.20 lbs.,$729.00 
